Borough,Address,Block,Lot,Energy Star Score,Source EUI,Site EUI,Annual Maximum Demand,Total GHG Emissions
BX,2426 EASTCHESTER ROAD,4478,20,5,283.7,162.6,,371.4
BX,3300 PALMER AVENUE,5228,41,4,200.2,182,,933.4
MN,2162 8 AVENUE,1922,61,3,165.8,164.1,,393
MN,203 WEST 113 STREET,1829,26,1,192.7,140.4,,236.8
BX,3376 FENTON AVENUE,4738,1,1,253,152.3,,281.7
MN,97 ARDEN STREET,2175,150,2,200.9,154.7,,613.2
BK,160 LAWRENCE AVENUE,5423,26,1,239.4,131.9,,357.7
QN,41-07 BOWNE STREET,5048,7502,3,168.3,155.4,,573
QN,145-16 34 AVENUE,4995,34,6,154.5,84.3,,266.1
BX,7 EAST GUN HILL ROAD,3328,8,1,327.8,213.8,,354.9
BX,250 EAST 176 STREET,2800,68,5,180.6,141.2,,339.5
MN,1996 AMSTERDAM AVENUE,2117,34,2,178.5,139.7,,270.7
BX,1275 EDWARD L GRANT HWY,2506,104,6,160.8,119.9,,576.7
MN,225 5 AVENUE,856,7502,1,246.3,104.3,,2162.6
BX,3438 WILSON AVENUE,4712,1,1,299.8,234.4,,4331.1
BX,1120 CLAY AVENUE,2426,4,5,159.6,111.1,,309.7
MN,46 EAST 91 STREET,1502,52,5,156.2,113.7,,408.9
QN,33-23 UNION STREET,4981,9,1,268.9,195.1,,1913.2
MN,74 WEST 69 STREET,1121,63,4,176.7,160.4,,339.7
BX,2055 HARRISON AVENUE,3210,59,4,182.9,117.4,,526.4
QN,46 ROAD,55,8,1,625.9,209.8,,1857.4
MN,599 BROADWAY,512,7502,6,155.1,56,,503.1
BX,2249 MORRIS AVENUE,3182,50,6,153.1,119.4,,487.8
QN,163-01 CROCHERON AVENUE,5283,1,4,162.4,130.1,,286.1
BX,1630 MONTGOMERY AVENUE,2878,23,6,155.1,114.8,,290.8
BX,400 EAST 149 STREET,2293,8,3,170.5,79.7,,158.8
BK,3402 CHURCH AVENUE,4888,1,1,225.3,160.6,,345.8
MN,61 EAST 77 STREET,1392,28,1,375.6,119.6,,519.7
BX,515 TRUXTON STREET,2606,252,1,332,132.3,,663.7
BX,2314 MORRIS AVENUE,3172,8,3,187.8,155.6,,318.8
MN,120 WEST 57 STREET,1009,44,4,257.4,124.6,,1126.4
MN,3351 BROADWAY,2002,34,2,200.2,145.1,,530.5
BK,1176 OCEAN AVENUE,5240,11,1,546.1,500.2,,1406.7
BX,781 EAST 133 STREET,2585,1,1,514.4,428.8,,3691
MN,385 FT WASHINGTON AVENUE,2177,18,1,208.8,180.6,,648.8
MN,120 EAST 87 STREET,1515,7502,1,52060.4,43207.6,,1260660.1
BX,685 EAST 225 STREET,4827,13,2,190,149,,326.3
MN,2391 2 AVENUE,1787,80,1,202.5,136.2,,2219.9
BX,1195 SHERMAN AVENUE,2456,237,3,214.8,170.3,,356.7
BK,345 ELDERT STREET,3413,41,1,184,77,,476
BK,255 RYERSON STREET,1920,1,1,218.6,142.3,,88.1
BX,2465 CROTONA AVENUE,3105,34,2,190.5,130.2,,262.2
MN,38 WEST 26 STREET,827,68,6,154.1,93.5,,418.6
BK,333 KOSCIUSZKO STREET,1782,55,7,210.8,125.8,128,313.9
BK,359 OVINGTON AVENUE,5872,57,1,461.1,414.9,,1706.2
MN,245 WEST 99 STREET,1871,7501,2,179,91.1,,1112.8
MN,920 AMSTERDAM AVENUE,1877,31,2,228.1,145.6,,320.9
BK,909 REMSEN AVENUE,8124,33,7,162,60.1,,438.6
MN,6 WEST 18 STREET,819,50,1,650.4,286.9,,1098.9
MN,656 1 AVENUE,969,5,1,736.5,278.8,,2500.9
MN,655 PARK AVENUE,1402,1,3,179.4,102.1,,964.7
QN,43-40 57 AVENUE,2529,20,2,555.6,224.4,,1308.7
QN,221-10 JAMAICA AVENUE,10789,276,1,197.6,107.8,,345
QN,163-15 BAISLEY BOULEVARD,12495,2,5,198.4,189,,69719.2
MN,330 EAST 70 STREET,1444,31,1,215.9,151,,415.6
BX,2230 GRAND CONCOURSE,3158,1,1,207.6,134.7,,574.5
MN,209 EAST 63 STREET,1418,7,6,295.9,142.9,216,545.9
MN,384 GRAND STREET,346,95,1,200.6,142,,223.5
MN,104 AUDUBON AVENUE,2127,15,7,153.1,117,,373.9
MN,61 WEST 62 STREET,1115,7502,1,216.3,121.5,,2538.8
BK,636 LOUISIANA AVENUE,8235,140,2,211.3,101.5,,836.9
MN,420 WEST 23 STREET,720,7501,4,174.6,101.9,,296.5
MN,10 WEST 138 STREET,1735,40,3,198.8,124.4,,505.9
MN,456 WEST 19 STREET,716,7505,2,201.5,109.1,,413.7
MN,127 8 AVENUE,740,7501,1,284.6,115.5,,670.8
MN,1080 5 AVENUE,1501,1,1,250,174,,1320.6
MN,2030 ADAM C POWELL BLVD,1927,33,1,268.7,183.1,,760.2
QN,105-10 65 ROAD,2152,106,1,225.6,203.8,,477.3
MN,62 WILLIAM STREET,41,24,1,28998.1,24017.2,,67013.7
QN,70-20 AUSTIN STREET,3234,173,7,252.8,106.3,,262.2
BX,1718 GRAND AVENUE,2867,103,4,162.4,127,,455.7
BX,2020 GRAND CONCOURSE,2812,17,2,211.2,150.6,,698.6
MN,250 WEST 146 STREET,2031,54,4,186.6,136.4,,641.5
MN,75 MAIDEN LANE,68,11,1,11384.6,9385.1,,96753.8
MN,327 EAST 90 STREET,1553,16,1,183.9,140.4,,323.2
MN,127 EAST 55 STREET,1310,12,2,236.2,92.6,,554.8
MN,304 WEST 14 STREET,629,29,1,271.5,173.1,,415
QN,91-31 QUEENS BOULEVARD,1861,1,7,348.1,174.9,,1002.5
MN,310 GREENWICH STREET,142,25,2,165.2,117,,7949.9
BX,1765 DAVIDSON AVENUE,2867,155,2,177.9,125.7,,339
MN,24 EAST 21 STREET,849,7506,2,194.8,107.9,,280.8
BX,1295 MORRIS AVENUE,2816,70,1,212.5,165.9,,331.2
BK,525 CLINTON AVENUE,2011,7501,7,152.3,88.2,,470.5
MN,327 WEST 52 STREET,1043,17,4,159.4,110.4,,278.5
BK,2121 BRAGG STREET,7369,68,2,175.1,131.9,,192.4
BK,1247 FLATBUSH AVENUE,5210,17,1,239.8,180.8,,264.9
MN,1132 ST NICHOLAS AVENUE,2124,17,1,762.2,378.2,,7266.7
BX,850 LONGWOOD AVENUE,2688,48,5,172.2,124.3,,382.9
MN,100 LENOX AVENUE,1599,1,1,197.5,124.8,,215.6
BX,1455 GRAND CONCOURSE,2834,1,1,212.1,145.1,,2563.9
MN,304 WEST 117 STREET,1943,7503,7,225.3,132,,841
MN,207 EAST 37 STREET,918,7,6,232.8,155.5,,340.1
BK,115 LINCOLN ROAD,1327,26,1,209.1,176.9,,833.2
BK,1583 PROSPECT PLACE,1363,78,1,215.9,162.5,,404.3
BX,380 EAST 150 STREET,2328,17,4,397.2,156.5,,416.4
MN,305 BROADWAY,151,32,1,679.8,401.1,,3521.9
MN,28 EAST 63 STREET,1377,47,7,341.5,169.7,,878.2
BX,1665 BRYANT AVENUE,2997,46,3,190.2,137.3,,312.7
BX,430 EAST 138 STREET,2282,18,7,187.9,142.4,,1199.2
MN,993 LEXINGTON AVENUE,1406,7503,1,1260.9,449.3,,2717.8
MN,100 EAST END AVENUE,1581,23,1,276.5,139.4,,1051.5
BK,201 CROWN STREET,1288,45,1,212,177.1,,584.2
BK, CROPSEY AVENUE,6471,13,7,376.5,208,,1656.7
MN,236-240 WEST 64 STREET,1154,202,3,280.8,89.4,,342.2
MN,812 5 AVENUE,1377,3,6,149.7,96.7,,635.4
BX,901 EAST 217 STREET,4688,28,2,182.8,110.1,,216.5
MN,11 WALL STREET,23,19,1,722.7,298.1,,7990.8
BX,1160 TELLER AVENUE,2430,45,1,372.1,244.6,,3230.8
BX,1410 GRAND CONCOURSE,2832,4,6,158.9,139.4,,253.3
MN,1620 ST NICHOLAS AVENUE,2161,9,1,320.1,223.7,,386.5
BK,2075 EAST 16 STREET,7321,51,2,170.3,139.6,,276.1
QN,135-07 40 ROAD,5036,7501,3,131.8,78.9,,393.2
MN,11 EAST 31 STREET,861,10,7,214.6,112.2,,758.8
QN,189-15 73 AVENUE,7117,2,1,612.8,462.3,,372
MN,239 PARK AVENUE SOUTH,875,3,1,232.6,145.8,,585
QN,147-25 148 STREET,9692,72,7,199.9,148.9,,570.1
MN,524 WEST 184 STREET,2155,75,1,208.9,158.2,,249.1
BK,1411 WEST 4 STREET,6581,1,1,336.3,305.5,,1535.9
BX,391 BRONX RIVER AVENUE,3515,40,1,303.8,113.3,,761.9
MN,485 PARK AVENUE,1313,1,1,375.1,286.9,,1716.3
MN,825 2 AVENUE,1318,22,3,193.3,129,,2162.3
BK,15 ALBANY AVENUE,1859,6,1,217.5,178.9,,385.4
BK,317 100 STREET,6134,38,1,277.7,235.8,,805.6
MN,1030 3 AVENUE,1396,33,4,179.2,93.4,,1801.3
BX,2060 GRAND CONCOURSE,3156,3,5,191.9,148.1,,294.1
MN,701 WEST 179 STREET,2176,54,1,161.3,113.4,,460.8
MN,135 TERRACE VIEW AVENUE,2215,61,1,214.5,172.2,,458.9
BK,762 EAST 3 STREET,5409,6,6,140.3,114.4,,257.6
BX,643 CAULDWELL AVENUE,2624,84,1,275.8,214.1,,352.8
MN,161 EAST 90 STREET,1519,25,1,215.6,166,,364.6
MN,351 3 AVENUE,906,55,5,240.7,132.9,,384.7
BX,1775 GRAND CONCOURSE,2822,7501,1,575.7,183.4,,1294.9
MN,1761 1 AVENUE,1554,23,1,202.4,108.9,,1801.1
MN,328 EAST 43 STREET,1335,39,1,58321.3,48467.4,,157349
MN,67 ST NICHOLAS AVENUE,1823,56,2,159.6,128,,291.7
MN,4079 BROADWAY,2142,100,1,190.7,133.5,,518.5
BK,141 EAST 21 STREET,5082,67,6,192.3,154.3,,664.5
QN,32-50 HUNTERS POINT AVENUE,257,21,1,1287.8,459.9,,1366.6
BX,3060 WEBSTER AVENUE,3330,1,4,235.9,109.6,747.2,1247.6
MN,300 MERCER STREET,548,70,4,193.5,137.6,,4888
MN,3139 BROADWAY,1993,73,6,225.3,165.9,,247.4
BX,250 BEDFORD PARK BLVD,3297,43,1,2822.3,2667.5,,9072.5
QN,55-20 METROPOLITAN AVENUE,3365,27,6,217.9,105.6,470.4,774.5
BX,1425 GRAND CONCOURSE,2833,20,6,168.3,114,,412.9
MN,250 NAGLE AVENUE,2218,25,3,187.5,114.7,,2017.7
BX,2055 CRESTON AVENUE,3169,59,1,230.9,134.7,,434.2
MN,202 WEST 40 STREET,789,44,1,212.5,126.4,,319.2
BK,985 PARK PLACE,1235,50,6,178.1,146.3,,222.8
BX,999 EAST TREMONT AVENUE,3130,20,1,329,274,,1206
BX,52 EAST TREMONT AVENUE,2828,17,4,161.2,116.6,,195.9
BK,1561 PITKIN AVENUE,3494,28,4,158.9,96.1,,189.5
BX,683 EAST 140 STREET,2568,76,2,227.1,155.3,,538.6
MN,3612 BROADWAY,2080,59,2,219.1,129.8,,347.4
MN,43 WEST 32 STREET,834,16,5,221.7,118.6,,563.7
MN,50 GRAMERCY PARK NORTH,877,13,1,273,106.7,,612
MN,2100 ADAM C POWELL BLVD,1931,27,1,270.5,103.7,,305.6
MN,200 EAST 61 STREET,1415,7501,1,479.1,320.2,,5625.8
BX,1410 NELSON AVENUE,2873,16,7,146.3,110.4,,328.9
MN,132 WEST 45 STREET,997,47,2,171.1,104.1,,189.1
MN,240 WEST 116 STREET,1831,53,2,174.2,111,,201.4
MN,150 EAST 85 STREET,1513,7502,2,229.7,144.7,,829.3
MN,404 PARK AVENUE SOUTH,858,7502,1,231.3,95.5,,649.8
BK,86 EAST 49 STREET,4602,1,1,616.1,370.2,,5411.5
QN,152-35 10 AVENUE,4531,460,7,391,163.9,,1246.3
MN,315 EAST 56 STREET,1349,9,7,858.2,637.6,,233
BX,639 ST ANNS AVENUE,2359,100,7,224,71.3,128,83.5
MN,126 LA SALLE STREET,1993,40,1,218.7,154.5,,220.4
MN,900 5 AVENUE,1386,1,7,227.4,141.9,,1707.5
BX,1285 MERRIAM AVENUE,2529,25,7,170.2,132.6,,607.9
MN,700 WEST 178 STREET,2176,70,1,211.8,146.6,,750.6
MN,1301 YORK AVENUE,1464,28,6,564.2,311.4,,6911.7
BK,1261 OCEAN AVENUE,7548,20,1,310.5,276.1,,423.5
MN,2 SEAMAN AVENUE,2247,56,3,230.1,160,,720
MN,71 WEST STREET,55,14,1,206.8,95.6,,1806
MN,561 WEST 149 STREET,2081,6,1,292,233.5,,430.6
MN,1810 3 AVENUE,1628,7503,3,199.5,119.4,,494.2
BX,1100 EAST TREMONT AVENUE,3906,55,1,194.9,152,,237.6
BK,9330 FT HAMILTON PARKWAY,6110,52,7,153.6,119.5,,238.7
MN,80 DELANCEY STREET,415,78,2,242.1,152.1,,246.3
MN,2553 AMSTERDAM AVENUE,2149,97,2,218.4,159.5,,493.4
QN,132-57 SANFORD AVENUE,5040,27,7,163.9,119.5,,891.4
BX,1386 NELSON AVENUE,2873,8,1,217.1,143.8,,315.2
BK,3861 NOSTRAND AVENUE,7446,1,1,215.2,120.8,,958.5
MN,95 EAST HOUSTON STREET,427,7504,5,180.4,94.6,,3456
BK,1493 BEDFORD AVENUE,1246,1,1,313.1,162.7,,407.7
BX,1064 FRANKLIN AVENUE,2607,32,1,287.1,172.5,,387.7
BX,1411 GRAND CONCOURSE,2833,28,1,254.7,201.6,,378.2
MN,22 WEST 66 STREET,1118,7502,4,160.8,84.9,,355.7
BK,1608 RALPH AVENUE,7955,17,5,156.1,55.8,,139.6
QN,33-26 VERNON BOULEVARD,313,1,7,507.6,228.1,,1903.7
BK,475 ALABAMA AVENUE,3803,1,5,156.4,121.4,,213.4
BX,960 GRAND CONCOURSE,2461,58,2,194.9,154.6,,845.8
MN,780 AMSTERDAM AVENUE,1870,29,7,224.2,147.7,,92.4
BK,131 WEST STREET,2538,1,5,212.1,145.1,,904.9
MN,127 WEST 43 STREET,996,14,3,181.1,80.5,,1018.7
MN,543 WEST 125 STREET,1982,5,1,242,165.9,,344.6
MN,932 BROADWAY,850,7502,1,219.9,105.8,,402.9
BX,2000 ANTHONY AVENUE,2814,65,3,180.9,127.7,,398.5
MN,125 WEST 45 STREET,998,18,6,265.4,139.5,,597.2
SI,850 HOWARD AVENUE,610,7502,2,168.4,129.3,,542.9
MN,1143 YORK AVENUE,1456,26,4,182.6,142.3,,1157.8
MN,1731 YORK AVENUE,1570,21,2,222.5,140.8,,1845.1
MN,55 3 AVENUE,466,7502,1,243.6,147.4,,717.8
MN,207 EAST 73 STREET,1428,5,7,119.9,79.3,,275.4
BX,1187 ANDERSON AVENUE,2510,40,1,421.5,318.8,,846.5
MN,1251 3 AVENUE,1427,1,2,196,129.5,,1716.8
MN,3471 BROADWAY,2088,98,4,189.8,127,,380.3
BX,620 EAST 178 STREET,3068,93,2,179.7,141.6,,299.8
BK,2720 SURF AVENUE,7069,1,1,309.8,205,,1210.5
MN,721 MADISON AVENUE,1378,48,3,151.6,78.3,,738.4
BX,2390 PALISADE AVENUE,5743,198,2,239.3,180.6,,364.2
MN,88 FRANKLIN STREET,175,7505,1,336.3,175.8,,435.6
BX,600 EAST 141 STREET,2553,23,7,224.7,150.9,,307
BX,688 EAST 141 STREET,2568,57,1,527,345.9,,554.9
BK,7119 SHORE ROAD,5887,1,1,343.1,318.4,,2806.3
QN,109-14A 172 STREET,10262,6,4,201.2,125.9,,412.8
QN,117-01 METROPOLITAN AVENUE,3312,8,1,214.9,170,,2144.8
MN,465 CENTRAL PARK WEST,1842,32,7,225,71.7,,217.8
BX,3485 CORSA AVENUE,4721,17,1,318.6,251.5,,3441.9
BK,2064 NOSTRAND AVENUE,5252,56,5,196.6,152.8,,404.6
BX,676 EAST 141 STREET,2568,54,5,244.3,166.7,,264.8
MN,154 11 AVENUE,693,64,1,358.8,142.9,,336.2
MN,80 ARDEN STREET,2175,135,5,168.5,137.6,,299.5
BX,2295 GRAND CONCOURSE,3163,21,2,220.5,180.8,,402.2
BX,1460 MACOMBS ROAD,2858,1,1,221.7,148,,670.9
BX,121 ELLIOT PLACE,2842,80,6,155.5,124.4,,347.3
QN,217-02 75 AVENUE,7754,3,6,200.3,155,,2088.9
QN,71-01 150 STREET,6677,1,1,370.7,275,,742.2
MN,151 EAST 97 STREET,1625,28,1,584.3,264.1,,3156.7
QN,378 SENECA AVENUE,3428,15,2,343.3,134.7,268,407.6
QN,150 CROSS BAY BOULEVARD,11421,13,4,168.7,115.4,,837.4
MN,259 WEST 116 STREET,1922,3,1,216.5,149.6,,241.7
BX,2195 GRAND CONCOURSE,3162,29,4,172.2,106.2,,457.1
BX,1212 GRAND CONCOURSE,2457,1,6,154.3,103.2,,415.4
BK,212 STEUBEN STREET,1921,64,7,161.9,110,,774.9
QN,89-71 163 STREET,9793,16,1,489.1,413.5,,2158.6
BK,70 BERRY STREET,2303,7502,4,177.4,99.2,,232.5
QN,194-05 67 AVENUE,7117,6,1,473,356.2,,332.6
BX,1264 SHERIDAN AVENUE,2453,12,2,191.6,152.9,,538.1
MN,84 3 AVENUE,556,7502,1,234.6,107.1,,880.5
MN,399 EAST 8 STREET,378,7501,1,4961,3098.9,,5578.6
MN,126 WEST 11 STREET,606,47,2,194.5,156.1,,350.5
MN,523 GREENWICH STREET,597,5,2,258.7,121.1,,552.2
BX,441 MORRIS PARK AVENUE,4008,34,5,144.5,112.8,,617.5
MN,320 WEST 83 STREET,1245,34,1,302.6,269.8,,634.6
BK,2940 OCEAN AVENUE,7440,20,1,168.2,144.9,,524.1
MN,42 WEST 58 STREET,1273,60,3,195.9,95.7,352,848.6
QN,140-21 32 AVENUE,4414,7505,3,185.4,124.2,,761.6
MN,3 HANOVER SQUARE,28,1,5,163.3,110.2,,1604.9
MN,380 LAFAYETTE STREET,531,7504,1,571.4,283.9,,1023.7
MN,509 WEST 174 STREET,2131,55,1,183.1,142.8,,192.4
MN,531 WEST 211 STREET,2229,46,3,224.5,184.9,,352.7
BX,801 CROTONA PARK NORTH,2952,9,7,147.5,114.5,,197.5
QN,224-06 SPRINGFIELD BLVD,7842,33,1,1045.9,982.7,,4358.4
QN,137-20 FRANKLIN AVENUE,5137,43,1,418.1,162.7,328,539.6
BK,2790 WEST 5 STREET,7250,1,1,190.2,181.1,,13329.1
MN,480 AUDUBON AVENUE,2158,79,4,161.6,120,,385.9
MN,1724 BROADWAY,1026,41,5,225.8,126.3,,735.7
MN,542 WEST 157 STREET,2115,14,3,164.6,130.6,,230.4
BX,2147 HONEYWELL AVENUE,3124,66,2,184.4,150.3,,284.3
BK,12048 FLATLANDS AVENUE,4431,1,1,332.2,219.7,,1216.3
MN,96 ARDEN STREET,2175,32,1,232.3,171.7,,685.9
MN,585 AVENUE OF THE AMER,792,38,1,273.5,192,,448.1
BX,507 EAST 176 STREET,2924,42,3,220.7,153.1,64,385.4
BX,6485 BROADWAY,5856,378,1,229.6,169.3,,630.4
MN,72 MERCER STREET,484,7501,4,159.9,79.8,,221.3
MN,505 WEST 162 STREET,2122,1,2,234.9,145.7,,519.4
MN,2017 AMSTERDAM AVENUE,2109,46,1,232.3,158.5,,732.4
BX,615 EAST 141 STREET,2554,5,1,251.5,179.2,,310.2
BX,770 BRYANT AVENUE,2763,275,4,161,113.3,,231.5
BK,330 UNION AVENUE,2785,1,3,174,130.4,,504.7
BK,1028 NEW YORK AVENUE,4903,20,5,163.9,131,,214.1
BX,775 SOUTHERN BOULEVARD,2720,84,3,205,165.9,,359.7
MN,311 WEST 97 STREET,1887,45,1,376.5,338.9,,638.8
MN,220 EAST 65 STREET,1419,7503,5,194,121.6,,2508.7
BK,352 MAPLE STREET,4796,26,4,200.9,169.7,,249.9
MN,4861 BROADWAY,2238,23,4,203.7,161.2,,1916.3
MN,1991 BROADWAY,1139,7501,2,219.6,131.6,,740.9
BX,549 COMMONWEALTH AVENUE,3519,34,6,193,141.8,,412
QN,61-20 WOODSIDE AVENUE,1336,7501,3,180.2,117.7,,389.6
MN,103 WEST 14 STREET,790,28,1,288.9,178.2,,753.8
MN,1271 ST NICHOLAS AVENUE,2143,13,5,188.6,126.8,,313.9
MN,242-248 WEST 64 STREET,1154,206,3,280.8,89.4,,342.2
BK,1426 LORING AVENUE,4517,1,1,220.8,87,,330.9
BX,922 HOE AVENUE,2746,7,6,167.3,132.8,,360.5
BX,711 EAST 230 STREET,4844,31,5,162.8,129.7,,305.9
MN,570 WEST 183 STREET,2154,43,7,151.2,99.7,,206.3
BX,2640 DAVIDSON AVENUE,3202,21,2,172.5,140.3,,347.7
MN,387 GREENWICH STREET,188,7502,2,213.7,110.8,,574.3
BX,3640 BRONX BOULEVARD,4645,19,4,158.4,124.3,,306.8
MN,35 ARDEN STREET,2174,194,1,191.7,135.2,,508.9
MN,120 WEST 116 STREET,1825,45,2,173.6,124.7,,343.2
MN,135 WEST 30 STREET,806,13,1,192,80.3,,756.1
MN,10 EAST 15 STREET,842,34,2,257.7,159,560,1203.2
MN,159 5 AVENUE,850,75,1,280.6,106.5,,498.6
BX,565 PROSPECT AVENUE,2674,12,3,180.9,121.1,,230.8
MN,2300 5 AVENUE,1737,25,1,262,191,,6237.9
MN,101 POST AVENUE,2219,1,2,189.7,140.8,,774.8
QN,26-21 UNION STREET,4772,1,5,195.7,120,,3025.9
BX,1015 LEGGETT AVENUE,2720,1,7,151.2,108.9,,275.1
MN,112 CENTRAL PARK SOUTH,1011,38,1,48178.2,39974.1,,377793.7
MN,530 EAST 72 STREET,1483,28,3,208.8,137.6,,1837.4
MN,431 WEST END AVENUE,1244,46,1,383.1,165.4,,588.6
MN,42 EAST 20 STREET,848,7503,1,315.9,175,,984.7
MN,330 EAST 56 STREET,1348,36,3,195.9,89.2,256,616.3
MN,320 EAST 57 STREET,1349,44,6,166.1,89.7,,658.4
QN,90-26 171 STREET,9804,50,1,230.5,149.5,,416.3
MN,160 EAST 26 STREET,881,47,4,212.9,133.4,,348.7
MN,210 WEST 18 STREET,767,7505,1,1371.2,600.6,,6362.4
BX,5921 PALISADE AVENUE,5933,225,1,205.7,117.2,,1635.4
BK,420 EAST 21 STREET,5151,21,5,169.9,135.9,,200.5
MN,3910 BROADWAY,2122,62,1,213.7,146.6,,439.6
MN,2211 8 AVENUE,1946,29,3,222.5,148.3,,726.1
MN,2010 LEXINGTON AVENUE,1771,56,1,196.3,142.2,,241.4
BX,1088 ANDERSON AVENUE,2505,11,6,153.4,122.9,,249.6
BK,802 KINGS HIGHWAY,6665,34,1,193.3,151.2,,420.2
MN,3420 BROADWAY,2071,1,4,169.8,127.2,,349.5
MN,211 WEST 61 STREET,1154,7502,1,358,140.5,,1372.1
BK,82 EAST 7 STREET,5285,40,1,328.3,293.9,,1584.6
MN,172 MADISON AVENUE,863,7502,1,199.7,70.2,,696.7
QN,107-24 71 ROAD,3257,7501,2,202.8,135.3,,1109.1
BK,386 SOUTH 5 STREET,2463,21,6,169,124.7,,197.3
BK,487 LINCOLN PLACE,1178,87,1,224.4,184.8,,279.3
MN,3926 BROADWAY,2122,77,3,210.9,116.9,,770.9
BX,306 EAST 180 STREET,3142,30,4,204.9,142.2,,286.1
MN,3488 BROADWAY,2074,61,5,177.8,128.9,,357.4
MN,583 BROADWAY,512,7501,5,191.8,81,,824.4
QN,53-00 65 PLACE,2374,160,3,183.2,122,,391.7
MN,130 WEST 20 STREET,795,7502,7,170.8,84.8,,198.2
MN,205 EAST 45 STREET,1319,7503,7,191.1,103.8,,968
MN,131 EAST 83 STREET,1512,16,6,268.2,137.6,,260.7
MN,518 WEST 139 STREET,2070,43,3,177.3,151.1,,486.7
MN,178 EAST 70 STREET,1404,41,1,354.5,290.6,,739.6
MN,195 HUDSON STREET,222,7502,4,164.7,85.3,,487.6
BK,609 METROPOLITAN AVENUE,2757,28,7,199.5,161.5,,394.1
BX,1411 TOWNSEND AVENUE,2843,24,4,202.6,167.2,,643.6
BX,1575 TOWNSEND AVENUE,2846,37,7,165.1,137.3,,409.3
QN,144-17 UNION TURNPIKE,6672,1,1,517.9,213.8,,480.2
BK,467 TROUTMAN STREET,3178,23,1,482.6,424.6,,1522.6
BK,34 AVENUE P,6618,1,7,241.9,91,733.9,978.3
MN,204 WEST 14 STREET,618,28,1,191.6,121.3,,243.3
BK,1421 OCEAN AVENUE,7584,27,1,823.2,287.1,,1908.4
BK,216 DUFFIELD STREET,145,26,2,242.4,108,,748.8
MN,300 EAST 79 STREET,1453,7501,3,201.3,82,,373.9
MN,15 WILLIAM STREET,25,7501,2,210.6,103.9,,2499.9
QN,96-18 43 AVENUE,1613,17,7,220.1,93.6,740.6,946.7
QN,111-17 NORTHERN BOULEVARD,1705,35,1,402.7,356,,678.1
BX,223 CYPRESS AVENUE,2550,44,1,200.9,144.1,,321
BX,1750 GRAND AVENUE,2867,118,5,169.5,133.7,,354.6
MN,1640 ST NICHOLAS AVENUE,2161,17,7,151.2,86.5,,215.2
BK,505 ROCKAWAY PARKWAY,4718,36,1,651.2,599.6,,1740.9
MN,324 WEST 83 STREET,1245,37,3,180.6,74.9,,159.8
QN,71-61 159 STREET,6797,79,4,206.4,126.3,,1321.1
MN,58 WEST 72 STREET,1124,62,1,202.3,99.3,,176.7
MN,1114 1 AVENUE,1456,1,6,347.8,135.8,,532
MN,303 EAST 77 STREET,1452,7501,2,222.9,114.3,,407.7
QN,28-56 STEINWAY STREET,662,41,1,420.5,157.6,,520.7
MN,366 WEST 15 STREET,738,7502,1,411.7,243.9,,597.9
MN,32 WEST 18 STREET,819,7503,6,155.2,76.6,,426.8
BX,2407 MORRIS AVENUE,3184,66,5,186.5,144.4,,310.6
MN,50 WEST 127 STREET,1724,7501,3,180.2,91.6,,190.2
BK,53 FRANKLIN AVENUE,1885,7501,3,165.9,59.3,,125.3
QN,48-05 VAN DAM STREET,259,14,1,275.3,131.8,,407.7
BK,525 EAST 21 STREET,5185,73,3,167.8,133.1,,389.5
MN,60 1 AVENUE,431,1,1,592.7,503.4,,5963.2
BX,2332 TIEBOUT AVENUE,3143,285,6,170.4,132.2,,995.5
BX,235 CYPRESS AVENUE,2550,38,5,155.5,108.7,,234.7
MN,147 WAVERLY PLACE,593,7502,2,193.8,84.5,,234
MN,70 CHARLTON STREET,580,11,1,257,138.6,,1529
MN,180 WEST 20 STREET,795,1,2,211.2,129.2,168,2337.7
MN,103 GREENE STREET,500,7505,1,194.3,90.3,,307.2
QN,85-55 115 STREET,9223,34,7,163.8,114.3,,256.7
MN,630 EAST 6 STREET,387,124,1,258.2,150.8,,245.3
QN,12-01 JACKSON AVENUE,60,9,2,170.5,99.6,,246
BX,903 SUMMIT AVENUE,2523,43,3,163.1,114.5,,322.6
QN,37-52 80 STREET,1290,29,1,210.7,174,,297.7
BX,1064 MANOR AVENUE,3717,32,1,207.9,157.1,,373.8
QN,271 BEACH 17 STREET,15634,94,3,184.4,85.9,0,1109.5
MN,2733 BROADWAY,1876,58,5,225.8,153.2,,320.6
BX,1615 UNIVERSITY AVENUE,2878,15,1,246.1,162.4,,442.5
MN,24 EAST 39 STREET,868,51,1,267.4,123.7,,253.5
MN,956 2 AVENUE,1343,49,1,195.7,129.4,,1136.6
MN,2440 AMSTERDAM AVENUE,2155,19,4,158.8,124.7,,773.9
BX,1345 SOUTHERN BOULEVARD,2976,87,1,208.2,175.2,,617
MN,139 CENTRE STREET,197,7502,1,494,259.1,,2263.3
MN,131 BROOME STREET,341,70,4,168,108.8,,1770.2
MN,33 WEST END AVENUE,1171,7506,3,206,151.1,,2638.9
MN,120 WEST 105 STREET,1859,39,6,169.2,120.4,,396
MN,894 BROADWAY,848,61,3,164.4,65,,509
BK,827 EAST 92 STREET,8118,11,1,979.8,312,,866.9
BK,79 BRISTOL STREET,3520,32,6,163.7,110.3,,290.4
