Borough,Address,Building Class
MN,215 WEST 40 STREET,O6
MN,133 WEST 25 STREET,O6
MN,49 WEST 38 STREET,O6
MN,387 PARK AVENUE SOUTH,O6
MN,216 EAST 45 STREET,O6
BK,594 DEAN STREET,O5
BK,362 JEFFERSON STREET,O5
MN,122 EAST 38 STREET,O8
SI,2842 RICHMOND TERRACE,O5
BK,376 AVENUE U,O8
SI,19 HYATT STREET,O5
MN,247 3 AVENUE,O6
BK,199 COOK STREET,O5
BK,718 60 STREET,O8
BK,75 NORTH 7 STREET,O5
QN,149-07 14 AVENUE,O5
SI,4218 AMBOY ROAD,O8
MN,567 3 AVENUE,O5
BK,68 JAY STREET,O6
MN,211 EAST 38 STREET,O8
MN,737 2 AVENUE,O5
BK,19 BOND STREET,O5
MN,145 WEST 45 STREET,O6
BK,200 MONTAGUE STREET,O5
BK,1214 AVENUE M,O5
MN,403 EAST 91 STREET,O5
BK,2882 NOSTRAND AVENUE,O8
MN,10 CHATHAM SQUARE,O5
MN,17 VESTRY STREET,O5
BK,1220 AVENUE P,O5
MN,211 EAST 117 STREET,O8
MN,2256 2 AVENUE,O5
SI,690 BAY STREET,O8
MN,8 WEST 125 STREET,O5
MN,33 WEST 125 STREET,O5
MN,210 ELIZABETH STREET,O5
MN,65 BLEECKER STREET,O6
MN,155 RIVINGTON STREET,O5
QN,28-49 37 STREET,O8
BX,3585 EAST TREMONT AVENUE,O8
MN,11 WEST 32 STREET,O6
BK,1963 CONEY ISLAND AVENUE,O5
BK,2985 QUENTIN ROAD,O8
MN,661 BROADWAY,O6
BX,947 SOUTHERN BOULEVARD,O5
QN,250-12 HILLSIDE AVENUE,O5
QN,241-10 HILLSIDE AVENUE,O5
BK,58 NORTH 8 STREET,O5
MN,880 3 AVENUE,O6
MN,1129 BROADWAY,O6
QN,43-55 11 STREET,O8
QN,11-25 44 ROAD,O5
QN,58-24 CATALPA AVENUE,O5
QN,37-10 BROADWAY,O5
QN,42-16 28 AVENUE,O5
BK,1817 AVENUE M,O5
QN,83-40 72 DRIVE,O5
QN,117-19 14 ROAD,O5
QN,38-11 150 STREET,O8
SI,350 ST MARKS PLACE,O5
QN,205-16 LINDEN BOULEVARD,O5
SI,1859 VICTORY BOULEVARD,O8
BK,260 NORMAN AVENUE,O8
MN,206 EAST 116 STREET,O5
MN,1943 MADISON AVENUE,O5
QN,33-22 NORTHERN BOULEVARD,O5
BX,571 WALTON AVENUE,O8
BK,418 MYRTLE AVENUE,O5
QN,25-18 39 AVENUE,O5
QN,76-20 UTOPIA PARKWAY,O8
MN,16 BEAVER STREET,O5
MN,615 AVENUE OF THE AMER,O5
MN,26 WEST 23 STREET,O5
MN,7 WEST 45 STREET,O6
MN,1070 2 AVENUE,O5
QN,27-26 JACKSON AVENUE,O5
MN,70 BROAD STREET,O8
MN,22 PARK PLACE,O5
MN,151 GRAND STREET,O5
MN,217 CENTRE STREET,O6
MN,140 2 AVENUE,O5
MN,552 BROADWAY,O5
MN,30 VANDAM STREET,O5
MN,19 WEST 4TH STREET,O6
BK,5407 5 AVENUE,O8
MN,53 LITTLE WEST 12 ST,O5
MN,413 WEST 14 STREET,O5
QN,32-72 STEINWAY STREET,O5
MN,557 8 AVENUE,O5
MN,220 WEST 19 STREET,O6
MN,370 7 AVENUE,O6
MN,183 7 AVENUE,O5
MN,805 AVENUE OF THE AMER,O5
QN,24-48 49 STREET,O5
MN,24 WEST 28 STREET,O5
MN,43 WEST 29 STREET,O5
BK,509 5 AVENUE,O5
BK,367 AVENUE X,O5
MN,38 WEST 39 STREET,O5
MN,40 WEST 39 STREET,O5
MN,240 5 AVENUE,O5
MN,42 WEST 39 STREET,O6
QN,92-11 ROOSEVELT AVENUE,O8
MN,414 EAST 75 STREET,O5
MN,866 AVENUE OF THE AMER,O6
BK,1392 FULTON STREET,O5
SI,950 WEST FINGERBOARD RD,O5
SI,201 EDGEWATER STREET,O5
BK,101 RICHARDSON STREET,O5
MN,33 EAST 20 STREET,O5
MN,164 CANAL STREET,O5
MN,147 WEST 25 STREET,O6
BK,484 MCDONALD AVENUE,O8
BK,107 SOUTH 4 STREET,O8
MN,32 GANSEVOORT STREET,O5
MN,330 WEST 38 STREET,O6
MN,72 GREENE STREET,O5
MN,202 WEST 40 STREET,O6
MN,47 WEST 14 STREET,O5
MN,51 WEST 14 STREET,O5
MN,19 WEST 36 STREET,O6
MN,8 EAST 34 STREET,O6
MN,424 MADISON AVENUE,O6
BX,3272 BOSTON ROAD,O5
MN,148 LAFAYETTE STREET,O6
MN,860 WASHINGTON STREET,O6
MN,44 WEST 28 STREET,O6
BK,1379 54 STREET,O8
BX,1610 WILLIAMSBRIDGE ROAD,O8
BX,2132 MATTHEWS AVENUE,O8
BX,1085 ALLERTON AVENUE,O5
MN,281 PARK AVENUE SOUTH,O5
MN,150 VARICK STREET,O6
MN,286 PARK AVENUE SOUTH,O6
MN,329 PARK AVENUE SOUTH,O6
BK,48 DOBBIN STREET,O8
BX,2300 EASTCHESTER ROAD,O5
BK,260 BROADWAY,O5
MN,116 EAST 27 STREET,O6
MN,377 PARK AVENUE SOUTH,O6
MN,390 3 AVENUE,O5
BK,159 20 STREET,O5
BK,140 21 STREET,O5
MN,132 EAST 28 STREET,O5
BK,2886 NOSTRAND AVENUE,O5
MN,116 LEXINGTON AVENUE,O5
QN,79-20 CYPRESS AVENUE,O5
BK,743 58 STREET,O8
BK,1713 8 AVENUE,O5
MN,112 EAST 30 STREET,O6
MN,117 EAST 31 STREET,O8
MN,37 WEST 28 STREET,O6
MN,294 8 AVENUE,O5
MN,523 EAST 73 STREET,O5
MN,464 WEST 145 STREET,O8
MN,1536 3 AVENUE,O5
MN,576 5 AVENUE,O6
BK,1691 PITKIN AVENUE,O5
BX,825 EAST 141 STREET,O6
SI,198 PULASKI AVENUE,O5
MN,44 WEST 37 STREET,O6
MN,25 WEST 39 STREET,O6
MN,920 3 AVENUE,O5
MN,145 EAST 116 STREET,O5
BX,391 EAST 149 STREET,O5
BK,6024 14 AVENUE,O5
BK,612 60 STREET,O5
QN,253-02 147 AVENUE,O8
QN,91-31 QUEENS BOULEVARD,O5
QN,30-07 39 AVENUE,O5
BX,1942 WILLIAMSBRIDGE ROAD,O5
MN,511 WEST 25 STREET,O6
QN,36-22 MAIN STREET,O5
SI,107 NELSON AVENUE,O8
BK,2467 OCEAN AVENUE,O8
QN,27-35 JACKSON AVENUE,O5
BX,949 SOUTHERN BOULEVARD,O5
MN,39 EAST BROADWAY,O5
QN,40-46 74 STREET,O8
BX,5500 BROADWAY,O5
QN,58-47 188 STREET,O8
QN,38-01 QUEENS BOULEVARD,O6
BX,5580 BROADWAY,O5
MN,390 BROADWAY,O5
BX,4234 VIREO AVENUE,O5
BK,103 NORTH 13 STREET,O6
QN,90-18 SUTPHIN BOULEVARD,O5
BK,215 54 STREET,O8
BK,1140 EASTERN PARKWAY,O8
SI,105 BENTON AVENUE,O8
QN,24-20 JACKSON AVENUE,O5
MN,111 WEST 19 STREET,O6
BK,745 OCEAN PARKWAY,O8
MN,348 WEST 14 STREET,O5
MN,532 MADISON AVENUE,O6
BX,105 BRUCKNER BOULEVARD,O5
MN,566 7 AVENUE,O6
MN,145 EAST 125 STREET,O5
BX,3801 BRONXWOOD AVENUE,O5
BK,156 FLUSHING AVENUE,O5
QN,14-02 150 STREET,O8
QN,149-16 JAMAICA AVENUE,O8
SI,4206 AMBOY ROAD,O8
MN,184 5 AVENUE,O6
BK,698 EAST 98 STREET,O5
BK,9801 FOSTER AVENUE,O5
BX,1379 WHITE PLAINS ROAD,O5
MN,250 WEST 84 STREET,O5
MN,261 CANAL STREET,O5
MN,174 HUDSON STREET,O5
MN,123 WATTS STREET,O8
MN,205 HUDSON STREET,O6
BX,3665 EAST TREMONT AVENUE,O8
MN,143 GRAND STREET,O5
BK,1717 EAST 12 STREET,O5
MN,197 GRAND STREET,O6
MN,100 BOWERY,O5
BK,8402 18 AVENUE,O5
MN,554 5 AVENUE,O5
BK,769 50 STREET,O5
BK,687 LENOX ROAD,O8
MN,431 5 AVENUE,O5
QN,196-20 119 AVENUE,O8
MN,460 WEST 34 STREET,O6
MN,228 WEST 38 STREET,O5
MN,230 WEST 38 STREET,O6
MN,153 WEST 27 STREET,O6
MN,31 WEST 19 STREET,O5
MN,20 WEST 22 STREET,O6
MN,16 WEST 23 STREET,O5
MN,36 EAST 20 STREET,O6
MN,33 EAST 21 STREET,O6
MN,12 EAST 32 STREET,O6
QN,40-42 82 STREET,O5
MN,381 PARK AVENUE SOUTH,O6
QN,238-17 GAR BRADDOCK AVENUE,O5
MN,557 BROADWAY,O6
BK,1902 86 STREET,O5
MN,54 WEST 21 STREET,O6
BX,1244 MANOR AVENUE,O5
BK,446 BROADWAY,O5
BK,730 BROADWAY,O5
MN,31 WASHINGTON SQUARE W,O8
BK,114 FORREST STREET,O5
QN,37-66 72 STREET,O5
MN,766 AMSTERDAM AVENUE,O5
QN,101-02 LEFFERTS BOULEVARD,O8
QN,90-15 SUTPHIN BOULEVARD,O5
QN,66-58 FRESH POND ROAD,O5
SI,4442 ARTHUR KILL ROAD,O5
QN,8-11 43 ROAD,O5
MN,1200 AVENUE OF THE AMER,O5
BX,3397 EAST TREMONT AVENUE,O5
MN,25 WEST 35 STREET,O5
MN,33 WEST 46 STREET,O6
MN,330 WEST 34 STREET,O6
BK,7503 FT HAMILTON PARKWAY,O8
QN,102-30 CORONA AVENUE,O8
BK,100 MYRTLE AVENUE,O6
MN,211 EAST 123 STREET,O5
MN,821 BROADWAY,O6
MN,13 WEST 37 STREET,O6
MN,1 WEST 37 STREET,O6
MN,462 PARK AVENUE SOUTH,O6
QN,251-15 UNION TURNPIKE,O8
BX,1363 JEROME AVENUE,O5
MN,514 WEST 49 STREET,O5
MN,128 WEST 31 STREET,O6
MN,571 WEST 183 STREET,O8
BK,792 FLUSHING AVENUE,O5
MN,5 WEST 54 STREET,O5
MN,903 MADISON AVENUE,O5
MN,321 EAST 61 STREET,O6
MN,681 5 AVENUE,O6
MN,1720 AMSTERDAM AVENUE,O5
QN,30-25 36 STREET,O8
SI,445 CLAWSON STREET,O8
MN,39 WEST 29 STREET,O6
QN,11-11 40 AVENUE,O5
QN,89-20 LIBERTY AVENUE,O5
SI,1340 FOREST AVENUE,O8
BK,182 BUTLER STREET,O5
BK,2005 OCEAN AVENUE,O8
QN,120-17 18 AVENUE,O8
MN,7 WEST 54 STREET,O8
QN,142-23 BOOTH MEMORIAL AVE,O8
BK,2752 WEST 16 STREET,O8
BK,2906 SHELL ROAD,O5
BK,1010 GATES AVENUE,O5
QN,146-06 DELAWARE AVENUE,O8
MN,18 BOWERY,O8
QN,25-56 31 STREET,O5
MN,817 BROADWAY,O6
QN,70-10 AUSTIN STREET,O5
QN,66-11 WOODHAVEN BOULEVARD,O8
BK,470 PENNSYLVANIA AVENUE,O8
MN,13 WEST 27 STREET,O6
MN,117 CHRYSTIE STREET,O5
BK,446 BAY RIDGE PARKWAY,O8
BK,1795 CONEY ISLAND AVENUE,O5
MN,28 ELIZABETH STREET,O5
QN,35-20 BELL BOULEVARD,O5
MN,419 WEST 13 STREET,O5
MN,237 EAST 31 STREET,O8
MN,500 8 AVENUE,O6
MN,306 WEST 19 STREET,O8
MN,253 WEST 28 STREET,O6
MN,223 WEST 29 STREET,O8
MN,111 WEST 17 STREET,O5
MN,31 WEST 27 STREET,O6
MN,252 WEST 38 STREET,O6
MN,17 WEST 20 STREET,O5
MN,154 5 AVENUE,O6
MN,2298 1 AVENUE,O5
BK,222 DITMAS AVENUE,O5
MN,216 EAST 49 STREET,O5
MN,219 EAST 49 STREET,O5
QN,76-09 QUEENS BOULEVARD,O5
BK,822 59 STREET,O5
MN,611 WASHINGTON STREET,O6
BX,260 EAST 138 STREET,O5
BX,354 EAST 149 STREET,O5
BX,368 EAST 149 STREET,O5
BX,370 EAST 149 STREET,O5
BX,384 EAST 149 STREET,O5
BX,355 EAST 149 STREET,O5
BX,296 EAST 149 STREET,O5
BX,289 EAST 149 STREET,O5
BK,210 FLUSHING AVENUE,O5
BK,285 KENT AVENUE,O5
SI,215 BAY STREET,O5
MN,116 EAST 16 STREET,O6
MN,144 EAST 44 STREET,O6
MN,868 LEXINGTON AVENUE,O5
MN,116 EAST 124 STREET,O5
BX,1574 BATHGATE AVENUE,O5
BX,516 EAST TREMONT AVENUE,O5
QN,29-16 23 AVENUE,O5
QN,202-18 45 AVENUE,O5
BK,306 MALCOLM X BOULEVARD,O8
BX,844 ST ANNS AVENUE,O5
MN,125 WEST 18 STREET,O6
BK,236 HURON STREET,O8
QN,25-11 49 AVENUE,O6
QN,10-34 44 DRIVE,O5
MN,675 5 AVENUE,O5
BK,6501 11 AVENUE,O8
BK,1938 CONEY ISLAND AVENUE,O6
MN,2 WEST 46 STREET,O6
BK,794 UNION STREET,O5
BK,21 DIVISION PLACE,O5
BK,762 59 STREET,O6
QN,50-02 5 STREET,O5
MN,428 WEST 19 STREET,O5
QN,161-01 JAMAICA AVENUE,O5
QN,21-52 44 DRIVE,O5
QN,37-23 27 STREET,O5
QN,94-03 ROOSEVELT AVENUE,O5
BK,2801 GLENWOOD ROAD,O8
BK,2233 NOSTRAND AVENUE,O5
BK,38 FLATBUSH AVENUE,O6
MN,1648 BROADWAY,O6
MN,17 EAST 31 STREET,O5
BK,2508 OCEAN AVENUE,O8
MN,41 WEST 57 STREET,O6
QN,113-13 76 ROAD,O8
MN,454 WEST 41 STREET,O5
BK,1430 PITKIN AVENUE,O5
QN,37-41 91 STREET,O8
BK,6014 11 AVENUE,O5
QN,61-37 FRESH MEADOW LANE,O5
MN,237 EAST 39 STREET,O8
BX,213 FORDHAM STREET,O5
MN,168 5 AVENUE,O5
MN,233 PARK AVENUE SOUTH,O6
MN,115 EAST 23 STREET,O6
MN,132 WEST 125 STREET,O5
MN,133 EAST 39 STREET,O8
MN,1970 7 AVENUE,O5
BK,2234 MCDONALD AVENUE,O5
MN,12 EAST 46 STREET,O6
MN,79 GREENE STREET,O5
MN,686 LEXINGTON AVENUE,O5
BK,4620 3 AVENUE,O5
MN,265 MADISON AVENUE,O5
MN,174 BROADWAY,O6
MN,17 EAST 48 STREET,O6
QN,47-16 AUSTELL PLACE,O5
MN,650 1 AVENUE,O6
MN,427 BROADWAY,O5
BK,32 SMITH STREET,O6
BK,367 AVENUE U,O5
MN,55 WEST 28 STREET,O5
QN,69-02 AUSTIN STREET,O5
BK,879 GRAND STREET,O5
QN,46-41 VERNON BOULEVARD,O5
QN,89-00 SUTPHIN BOULEVARD,O5
SI,60 BAY STREET,O6
QN,11-03 45 AVENUE,O5
BK,1423 BROADWAY,O5
BK,33 FLATBUSH AVENUE,O6
MN,1550 3 AVENUE,O5
MN,20 EAST BROADWAY,O5
MN,241 WEST 29 STREET,O6
BK,2261 CHURCH AVENUE,O5
MN,132 NASSAU STREET,O5
MN,154 EAST 55 STREET,O5
MN,324 LAFAYETTE STREET,O6
MN,255 GREENWICH STREET,O6
MN,122 MOTT STREET,O5
BK,268 NORMAN AVENUE,O5
MN,33 GREAT JONES STREET,O6
BK,1302 KINGS HIGHWAY,O5
BK,94 NORTH 12 STREET,O5
MN,2067 BROADWAY,O6
QN,137-10 NORTHERN BOULEVARD,O5
MN,49 NASSAU STREET,O5
BK,700 3 AVENUE,O5
MN,175 CANAL STREET,O5
MN,151 WEST 19 STREET,O6
MN,431 CANAL STREET,O6
MN,154 GRAND STREET,O5
MN,171 VARICK STREET,O6
MN,2035 2 AVENUE,O5
MN,34 WEST 32 STREET,O6
MN,513 WEST 20 STREET,O6
MN,511 WEST 20 STREET,O5
MN,320 WEST 46 STREET,O5
MN,45 WEST 47 STREET,O5
MN,119 EAST 55 STREET,O8
QN,56-16 MAIN STREET,O5
QN,80-03 189 STREET,O8
BX,607 SOUNDVIEW AVENUE,O5
MN,30 EAST 40 STREET,O6
MN,278 MADISON AVENUE,O6
MN,165 MERCER STREET,O5
QN,70-04 AUSTIN STREET,O5
QN,213-07 NORTHERN BOULEVARD,O5
MN,114 WEST 26 STREET,O6
MN,55 WEST 45 STREET,O6
MN,29 EAST 21 STREET,O5
MN,36 EAST 30 STREET,O5
MN,21 IRVING PLACE,O6
MN,210 EAST 23 STREET,O5
MN,204 EAST 23 STREET,O5
MN,228 EAST 71 STREET,O8
BX,428 EAST 149 STREET,O5
BX,369 EAST 149 STREET,O6
MN,26 WEST 17 STREET,O6
MN,669 8 AVENUE,O6
MN,741 MADISON AVENUE,O5
BK,9211 FLATLANDS AVENUE,O8
BK,259 BANKER STREET,O8
MN,120 EAST 56 STREET,O6
QN,11-11 44 ROAD,O5
MN,240 WEST 40 STREET,O6
MN,11 EAST 47 STREET,O5
QN,61-42 MASPETH AVENUE,O5
BK,245 5 AVENUE,O8
BK,14 53 STREET,O6
BK,2125 UTICA AVENUE,O5
BK,36 WAVERLY AVENUE,O5
MN,26 WEST 47 STREET,O6
MN,252 WEST 31 STREET,O5
BK,3047 AVENUE U,O5
BK,229 49 STREET,O5
QN,54-15 48 STREET,O5
BX,2511 EAST TREMONT AVENUE,O8
SI,896 TARGEE STREET,O8
BK,845 BROADWAY,O5
BK,4421 13 AVENUE,O5
QN,23-06 24 AVENUE,O8
MN,220 LAFAYETTE STREET,O5
MN,1 WEST 34 STREET,O6
MN,5 EAST 19 STREET,O5
MN,410 MADISON AVENUE,O6
MN,10 EAST 23 STREET,O5
MN,84 BOWERY,O5
BK,81 WILLOUGHBY STREET,O6
SI,55 MIDLAND AVENUE,O8
MN,311 EAST 58 STREET,O5
SI,1468 RICHMOND AVENUE,O8
QN,214-81 JAMAICA AVENUE,O8
MN,639 11 AVENUE,O5
MN,26 EAST 64 STREET,O5
MN,17 EAST 71 STREET,O5
BK,3607 QUENTIN ROAD,O8
BK,188 MONTAGUE STREET,O6
SI,2305 HYLAN BOULEVARD,O8
BX,1790 RANDALL AVENUE,O5
MN,195 CHRYSTIE STREET,O6
QN,109-71 FRANCIS LEWIS BLVD,O8
BK,61 WEST STREET,O5
BK,2922 SHELL ROAD,O5
BK,416 BAY RIDGE PARKWAY,O8
BK,9015 5 AVENUE,O8
MN,225 PARK AVENUE SOUTH,O6
BK,205 MONTAGUE STREET,O5
BK,6717 4 AVENUE,O5
MN,864 AVENUE OF THE AMER,O5
MN,18 EAST 16 STREET,O6
BK,2 SKILLMAN STREET,O5
MN,1156 AVENUE OF THE AMER,O6
BK,403 5 AVENUE,O5
MN,24 WEST 57 STREET,O6
MN,40 WORTH STREET,O6
MN,38 WEST 21 STREET,O6
MN,15 WEST 36 STREET,O6
MN,110 WEST 57 STREET,O6
BK,326 LIVINGSTON STREET,O5
MN,315 WEST 35 STREET,O6
BK,1834 ROCKAWAY PARKWAY,O8
BK,517 PARK AVENUE,O5
MN,206 EAST 38 STREET,O5
MN,19 WEST 21 STREET,O6
MN,830 3 AVENUE,O6
QN,119-19 JAMAICA AVENUE,O8
MN,250 WEST 40 STREET,O6
QN,260-09 HILLSIDE AVENUE,O5
MN,2082 ADAM C POWELL BLVD,O6
MN,315 EAST 83 STREET,O5
MN,2 WEST 47 STREET,O6
MN,17 WEST 24 STREET,O5
MN,16 WEST 39 STREET,O6
MN,5 EAST 38 STREET,O6
MN,302 5 AVENUE,O6
MN,1271 BROADWAY,O6
MN,4 WEST 33 STREET,O6
MN,22 WEST 34 STREET,O5
MN,313 5 AVENUE,O5
BX,2595 WEBSTER AVENUE,O5
QN,131-08 40 ROAD,O5
QN,72-19 ROOSEVELT AVENUE,O5
BK,5417 18 AVENUE,O5
BK,4306 3 AVENUE,O5
QN,47-01 QUEENS BOULEVARD,O5
MN,29 WEST 38 STREET,O6
SI,16 ROSS AVENUE,O8
MN,344 EAST 59 STREET,O5
BK,333 SCHOLES STREET,O5
MN,635 AVENUE OF THE AMER,O6
MN,209 WEST 38 STREET,O6
SI,139 CANAL STREET,O5
BX,4466 BAYCHESTER AVENUE,O5
BK,223 SPENCER STREET,O6
MN,108 2 AVENUE,O5
MN,225 WEST 36 STREET,O6
QN,74-09 37 AVENUE,O5
MN,256 WEST 116 STREET,O5
BK,1203 AVENUE J,O5
MN,481 10 AVENUE,O5
MN,16 EAST 79 STREET,O5
MN,351 PARK AVENUE SOUTH,O6
QN,40-29 27 STREET,O5
MN,7 EAST 40 STREET,O6
BK,2922 AVENUE R,O5
MN,29 WEST 47 STREET,O6
MN,21 WEST 47 STREET,O6
BX,228 EAST 144 STREET,O5
MN,130 WEST 29 STREET,O6
MN,36 WEST 36 STREET,O6
MN,38 WEST 38 STREET,O5
MN,12 WEST 31 STREET,O6
BK,719 BROADWAY,O5
BK,492 THROOP AVENUE,O5
MN,2 WEST 45 STREET,O6
MN,135 MADISON AVENUE,O6
MN,400 WEST BROADWAY,O5
MN,1115 BROADWAY,O6
MN,1149 BROADWAY,O5
MN,158 WEST 27 STREET,O6
BX,2810 3 AVENUE,O6
MN,1 BROADWAY,O6
MN,234 5 AVENUE,O5
MN,68 EAST BROADWAY,O5
QN,153-17 JAMAICA AVENUE,O5
BX,3152 ALBANY CRESCENT,O5
MN,250 LAFAYETTE STREET,O5
MN,52 BROADWAY,O6
BK,1733 SHEEPSHEAD BAY ROAD,O5
MN,200 VARICK STREET,O6
MN,13 UNIVERSITY PLACE,O5
QN,18-16 127 STREET,O5
MN,246 5 AVENUE,O5
MN,287 PARK AVENUE SOUTH,O6
MN,8 EAST 41 STREET,O6
QN,37-16 30 AVENUE,O5
BX,3233 WHITE PLAINS ROAD,O8
BK,836 MANHATTAN AVENUE,O5
MN,51 WOOSTER STREET,O5
QN,43-31 36 STREET,O5
BK,834 CONEY ISLAND AVENUE,O5
QN,99-17 63 ROAD,O5
QN,99-13 63 ROAD,O5
QN,212-14 NORTHERN BOULEVARD,O5
MN,31 WEST 125 STREET,O5
QN,116-03 LIBERTY AVENUE,O8
QN,219-10 SPRINGFIELD BLVD,O5
QN,36-06 34 AVENUE,O5
MN,530 BROADWAY,O6
MN,36 WEST 47 STREET,O6
BK,296 20 STREET,O5
MN,249 WEST 34 STREET,O6
QN,144-01 JEWEL AVENUE,O8
BX,337 EAST 149 STREET,O5
MN,212 WEST 29 STREET,O5
MN,215 WEST 125 STREET,O5
MN,343 7 AVENUE,O5
BK,1027 LIBERTY AVENUE,O8
MN,353 WEST 39 STREET,O6
MN,333 WEST 39 STREET,O6
MN,21 MURRAY STREET,O5
MN,384 BROADWAY,O5
QN,68-08 FOREST AVENUE,O8
MN,273 CANAL STREET,O5
MN,165 GRAND STREET,O5
MN,40 10 AVENUE,O6
MN,120 EAST BROADWAY,O5
QN,40-36 JUNCTION BOULEVARD,O8
MN,20 VESEY STREET,O6
MN,1 WEST 22 STREET,O5
MN,104 FRANKLIN STREET,O5
MN,129 WEST 27 STREET,O6
MN,123 5 AVENUE,O5
MN,335 5 AVENUE,O5
QN,142-09 37 AVENUE,O8
QN,142-03 37 AVENUE,O8
QN,51-04 VERNON BOULEVARD,O8
MN,10 WEST 57 STREET,O6
MN,20 WEST 57 STREET,O6
MN,112 WEST 17 STREET,O5
BK,9201 FLATLANDS AVENUE,O5
SI,4143 RICHMOND AVENUE,O8
QN,41-05 31 AVENUE,O8
MN,242 WEST 30 STREET,O6
QN,74-06 METROPOLITAN AVENUE,O8
MN,255 WEST 36 STREET,O6
BK,90 LIVINGSTON STREET,O5
MN,45 EAST 20 STREET,O6
MN,125 WEST 94 STREET,O8
MN,160 EAST 56 STREET,O6
BK,1777 FLATBUSH AVENUE,O8
MN,167 EAST 73 STREET,O8
MN,113 EAST 77 STREET,O8
BK,95 EVERGREEN AVENUE,O5
QN,104-70 QUEENS BOULEVARD,O5
MN,2108 ADAM C POWELL BLVD,O6
QN,120-46 QUEENS BOULEVARD,O5
BX,3119 WEBSTER AVENUE,O5
MN,15 WEST 18 STREET,O6
MN,7 WEST 18 STREET,O6
QN,41-20A COLLEGE POINT BLVD,O5
MN,94 MOTT STREET,O5
MN,148 WEST 24 STREET,O6
BK,5317 13 AVENUE,O5
MN,99 MADISON AVENUE,O6
BK,2329 NOSTRAND AVENUE,O5
QN,10-11 49 AVENUE,O8
MN,409 EAST 60 STREET,O5
QN,83-20 ROOSEVELT AVENUE,O5
BK,5212 4 AVENUE,O8
MN,120 WOOSTER STREET,O5
QN,136-82 39 AVENUE,O5
MN,24 WEST 25 STREET,O6
MN,215 EAST 58 STREET,O5
BK,738 5 AVENUE,O8
MN,9 EAST 47 STREET,O5
MN,138 5 AVENUE,O5
BX,2548 EAST TREMONT AVENUE,O8
BX,558 GRAND CONCOURSE,O5
QN,150-25 HILLSIDE AVENUE,O5
SI,790 PORT RICHMOND AVENUE,O5
QN,27-08 42 ROAD,O5
MN,402 BROADWAY,O5
MN,188 GRAND STREET,O5
MN,110 WEST 30 STREET,O6
MN,127 EAST 56 STREET,O5
MN,403 BROOME STREET,O6
MN,409 LAFAYETTE STREET,O5
MN,1161 BROADWAY,O5
BK,166 LIVINGSTON STREET,O5
BK,181 MONTAGUE STREET,O5
MN,23 WEST 36 STREET,O5
QN,39-17 MAIN STREET,O5
MN,407 BROOME STREET,O6
MN,320 WEST 13 STREET,O6
MN,129 WEST 29 STREET,O6
BK,774 53 STREET,O5
MN,540 BROADWAY,O5
MN,400 LAFAYETTE STREET,O5
SI,194 TARGEE STREET,O5
MN,36 WEST 20 STREET,O6
BK,7513 FT HAMILTON PARKWAY,O8
BK,124 9 STREET,O5
BX,991 MORRIS PARK AVENUE,O5
SI,4299 HYLAN BOULEVARD,O8
QN,170-07 HILLSIDE AVENUE,O8
BK,155 PRINCE STREET,O5
SI,5091 AMBOY ROAD,O8
MN,122 EAST 55 STREET,O5
MN,40 WEST 38 STREET,O5
MN,247 WEST 35 STREET,O6
MN,119 WEST 25 STREET,O6
MN,2230 8 AVENUE,O5
MN,410 EAST 10 STREET,O5
BK,394 ROCKAWAY AVENUE,O5
MN,11 WEST 19 STREET,O6
MN,49 WEST 24 STREET,O6
MN,15 CATHERINE STREET,O6
MN,165 MADISON AVENUE,O5
BK,37 FLATBUSH AVENUE,O6
BK,2554 LINDEN BOULEVARD,O5
QN,20-48 119 STREET,O5
QN,21-02 49 AVENUE,O6
BK,3904 16 AVENUE,O5
MN,609 WEST 46 STREET,O5
MN,601 WEST 26 STREET,O6
MN,343 LEXINGTON AVENUE,O5
MN,41 UNION SQUARE,O6
MN,210 EAST 49 STREET,O5
SI,464 MANOR ROAD,O8
QN,72-32 BROADWAY,O5
BK,1630 EAST 15 STREET,O5
MN,767 LEXINGTON AVENUE,O5
MN,10 EAST 41 STREET,O6
MN,514 WEST 57 STREET,O5
QN,11-15 47 AVENUE,O5
MN,121 WEST 27 STREET,O6
BK,7508 15 AVENUE,O8
BK,2016 AVENUE M,O5
QN,119-05 SUTPHIN BOULEVARD,O8
MN,537 8 AVENUE,O5
BK,3234 NOSTRAND AVENUE,O8
BK,230 43 STREET,O5
MN,205 LEXINGTON AVENUE,O6
BK,5002 AVENUE M,O5
QN,136-63 41 AVENUE,O5
BK,766 55 STREET,O8
MN,720 5 AVENUE,O6
BK,107 BROADWAY,O5
MN,230 WEST 39 STREET,O6
BX,333 EAST 149 STREET,O5
BK,228 MONTROSE AVENUE,O8
SI,151 INDUSTRIAL LOOP,O5
SI,1412 RICHMOND ROAD,O8
MN,45 DIVISION STREET,O5
MN,703 EAST 6 STREET,O5
SI,1592 RICHMOND AVENUE,O8
QN,151-32 82 STREET,O8
MN,3 EAST 28 STREET,O6
MN,6 EAST 46 STREET,O5
QN,148-46 HILLSIDE AVENUE,O5
MN,316 EAST 59 STREET,O8
BX,820 CONCOURSE VILLAGE W,O5
MN,379 5 AVENUE,O5
MN,401 PARK AVENUE SOUTH,O6
