Borough,Address,Violation Type
BK,333 LAFAYETTE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,345 CLASSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,50 GREENE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,500 WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,62 HANSON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,78 HANSON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,761 ATLANTIC AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,37 NORTH ELLIOTT PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,118 ST EDWARDS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,21 AUBURN PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,277 MYRTLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,121 NORTH PORTLAND AVE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,173 MYRTLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,140 ST EDWARDS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,117 DEKALB AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,147 ASHLAND PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,123 DEKALB AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,29 FT GREENE PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,37 FLATBUSH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,60 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,325 ROEBLING STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,188 MARCY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,440 BERRY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,111 CLYMER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,,LL11/98-LOCAL LAW 11/98 - FACADE
BK,83 TAYLOR STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,70 CLYMER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,30 TAYLOR STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,626 WYTHE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,55 ROSS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,611 WYTHE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,73 WILSON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,186 HOOPER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,260 SOUTH 1 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK, KENT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,60 KINGSLAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,160 BOERUM STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,101 HUMBOLDT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,125 SEIGEL STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,111 HUMBOLDT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,130 HUMBOLDT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,300 BUSHWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,330 BUSHWICK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,155 SEIGEL STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,175R SEIGEL STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,124 HUMBOLDT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,110 HUMBOLDT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,50 MANHATTAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,70 SEIGEL STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,84 HUMBOLDT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,22 MANHATTAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,60 MOORE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,130 MOORE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,333 CENTRAL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,190 GROVE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,87 PALMETTO STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1560 EAST NEW YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1380 EAST NEW YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1765 PITKIN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2058 UNION STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,28 BELMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,284 ROCKAWAY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,619 ROCKAWAY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,263 LIVONIA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1371 LINDEN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,112 CHRISTOPHER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,163 CHRISTOPHER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,365 SACKMAN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,373 MOTHER GASTON BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,311 GEORGIA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,766 BLAKE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,367 POWELL STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,430 DUMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,393 POWELL STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,600 EUCLID AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,829 SCHENCK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,520 STANLEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,215 WORTMAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,845 STANLEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,195 COZINE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,270 WORTMAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,190 COZINE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1180 PENNSYLVANIA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1155 PENNSYLVANIA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1260 CROTON LOOP,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1325 PENNSYLVANIA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,180 BETHEL LOOP,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1540 VAN SICLEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2628 LINDEN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2700 LINDEN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1210 LORING AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1258 LORING AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,955 RUTLAND ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,60 EAST 94 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,585 SCHENECTADY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1115 WILLMOHR STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,5421 BEVERLEY ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,710 EAST NEW YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,646 RUTLAND ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,451 CLARKSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3205 FARRAGUT ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,160 PARKSIDE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,580 EAST 21 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,611 EAST 21 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2701 NEWKIRK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,651 VANDERBILT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,303 BEVERLEY ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,340 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,926 49 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,4915 10 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,5619 14 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,6224 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,6665 COLONIAL ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,315 OVINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,15 MACKAY PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,7101 COLONIAL ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,7259 SHORE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,7401 SHORE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,150 74 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,130 BAY RIDGE PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9000 SHORE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9255 SHORE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,61 OLIVER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9425 SHORE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,149 MARINE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9524 FT HAMILTON PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9801 SHORE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,7000 BAY PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1850 82 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1740 84 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2021 84 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,763 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,770 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,870 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1608 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1701 WEST 3 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1232 OCEAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,920 EAST 17 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1916 AVENUE K,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1255 EAST 19 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1561 EAST 13 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1770 EAST 14 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2234 OCEAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2246 OCEAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2629 CROPSEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2424 CROPSEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,268 BAY 38 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2121 SHORE PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2719 WEST 33 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3521 NEPTUNE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2832 WEST 23 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3601 SURF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3531 SURF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2950 WEST 33 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2945 WEST 33 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2914 WEST 31 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2946 WEST 23 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2945 WEST 23 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1301 SURF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3002 SURF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3021 WEST 25 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2035 EAST 7 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,30 AVENUE V,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2295 WEST 11 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2610 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2885 WEST 12 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,501 SURF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2675 OCEAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3595 NOSTRAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3004 AVENUE V,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3641 NOSTRAND AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2323 BATCHELDER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2939 AVENUE Y,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1213 AVENUE Z,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3020 AVENUE Y,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3025 OCEAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1655 FLATBUSH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2016 AVENUE N,LL11/98-LOCAL LAW 11/98 - FACADE
BK,885 EAST 38 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1270 EAST 51 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1190 EAST 53 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1199 EAST 53 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1165 EAST 54 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2239 TROY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,5602 FARRAGUT ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BK,254 STANLEY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,620 EAST 108 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,757 EAST 103 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1625 ROCKAWAY PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,9910 SEAVIEW AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2011 SURF AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2920 WEST 21 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2911 WEST 36 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,1233 EAST 19 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3202 NEPTUNE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3385 NEPTUNE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3111 OCEAN PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3111 BRIGHTON 2 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,500 BRIGHTWATER COURT,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2954 BRIGHTON 12 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,2964 BRIGHTON 12 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BK,161 CORBIN PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
BK,3022 EMMONS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,2-01 50 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,47-40 21 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,4555 PEARSON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,50-01 39 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,39-25 51 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,50-05 43 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-29 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-25 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-24 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,43-11 49 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-08 43 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-07 42 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,43-07 42 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,43-08 41 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,43-07 39 PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,45-54 41 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,29-10 THOMSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,12-50 35 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-43 28 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-01 VERNON BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-01 10 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-01 VERNON BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-01 10 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-01 12 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,34-05 12 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,33-43 14 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,21-05 30 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,33-34 CRESCENT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,21-51 34 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,31-85 CRESCENT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,31-35 CRESCENT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,31-74 29 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,26-80 30 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,50-10 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
QN,31-27 49 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,65-15 38 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,39-76 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,39-75 56 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,52-30 39 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,33-15 81 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,69-05 35 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,34-20 78 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,77-11 35 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,79-10 34 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,35-20 LEVERICH STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,35-38 75 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,72-10 37 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,37-31 73 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,33-52 85 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,85-11 34 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,37-51 86 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,37-52 89 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-40 79 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,81-31 BAXTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,79-01 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
QN,80-50 BAXTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,42-52 LAYTON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,42-29 JUDGE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,83-23 VIETOR AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,84-11 ELMHURST AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,84-19 51 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-94 DENMAN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,41-40 DENMAN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,92-29 LAMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,92-01 LAMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,87-10 51 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,56-10 94 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,57-10 JUNCTION BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,99-30 59 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,99-10 60 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,62-54 97 PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,97-11 63 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,98-51 QUEENS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,99-15 66 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,99-32 66 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-45 62 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-50 62 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-35 64 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-01 66 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,105-55 62 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,63-61 YELLOWSTONE BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,65-05 YELLOWSTONE BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,105-07 66 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,105-10 65 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,66-38 YELLOWSTONE BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,67-07 YELLOWSTONE BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,62-27 108TH STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,62-59 108 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,108-50 62 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,108-49 63 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,109-05 72 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,71-36 110 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,110-50 71 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,112-01 QUEENS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,75-10 GRND CNTRL PKWY SR W,LL11/98-LOCAL LAW 11/98 - FACADE
QN,76-36 113 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,76-35 GRAND CENTRAL PKWY,LL11/98-LOCAL LAW 11/98 - FACADE
QN,77-14 113 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,77-34 78 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,48-10 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,52-24 65 PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,61-88 DRY HARBOR ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,61-80 WOODHAVEN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,63-45 SAUNDERS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,64-85 SAUNDERS STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,94-01 64 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,67-30 CLYDE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,99-15 67 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,99-44 67 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,101-06 67 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-30 QUEENS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,104-20 QUEENS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,68-20 SELFRIDGE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,71-11 YELLOWSTONE BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,83-60 118 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,118-82 METROPOLITAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,114-06 QUEENS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,114-20 QUEENS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,111-46 76 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,83-00 LEFFERTS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,83-33 AUSTIN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,83-75 WOODHAVEN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,86-03 102 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,42-41 201 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,18-15 215 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,144-54 SANFORD AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,45-09 KISSENA BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,43-35 UNION STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,43-34 UNION STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,142-31 FRANKLIN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,42-45 KISSENA BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,137-40 45 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,138-70 ELDER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,138-52 ELDER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,138-35 ELDER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,42-55 COLDEN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,42-42 COLDEN STREET,LL11/98-LOCAL LAW 11/98 - FACADE
