Borough,Address,Violation Type
MN,175 WEST 90 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,109 WEST 90 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,640 COLUMBUS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,129 WEST 92 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,100 WEST 94 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,110 WEST 96 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2290 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,470 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2333 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,562 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2380 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,570 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,580 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,618 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,215 WEST 90 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,206 WEST 92 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2476 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,680 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2511 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,698 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,203 WEST 94 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,720 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,205 WEST 95 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,307 WEST 79 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,90 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,326 WEST 83 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,483 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,495 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,131 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,525 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,333 WEST 86 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,150 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,575 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,585 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,639 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,302 WEST 92 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,685 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,697 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,316 WEST 94 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,310 WEST 95 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,317 WEST 95 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,23 WEST 43 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,15 WEST 43 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,20 WEST 44 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1140 AVENUE OF THE AMER,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1150 AVENUE OF THE AMER,LL11/98-LOCAL LAW 11/98 - FACADE
MN,55 WEST 44 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2 WEST 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,25 WEST 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,17 WEST 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,556 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,38 WEST 46 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,562 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,16 WEST 47 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,15 WEST 47 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,10 WEST 48 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1230 AVENUE OF THE AMER,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1340 AVENUE OF THE AMER,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1370 AVENUE OF THE AMER,LL11/98-LOCAL LAW 11/98 - FACADE
MN,60 WEST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,720 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,48 WEST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,30 CENTRAL PARK SOUTH,LL11/98-LOCAL LAW 11/98 - FACADE
MN,768 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,284 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,10 EAST 41 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,8 EAST 41 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,473 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,5 EAST 42 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,333 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,10 EAST 44 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,529 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,52 VANDERBILT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,545 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,109 EAST 42 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,45 EAST 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,12 EAST 46 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,390 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,5 EAST 47 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,410 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,418 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,413 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,444 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,611 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,455 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,16 EAST 52 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,507 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1 EAST 53 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,59 EAST 54 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,555 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,721 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,743 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,460 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,363 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,622 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,364 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,132 EAST 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,501 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,145 EAST 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,151 EAST 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,155 EAST 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,154 EAST 53 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,425 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,160 EAST 56 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,950 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,695 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,110 EAST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,145 EAST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,101 EAST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,111 EAST 58 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,747 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,235 EAST 40 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,235 EAST 43 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,815 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,216 EAST 45 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,240 EAST 46 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,230 EAST 47 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,204 EAST 47 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,767 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,235 EAST 49 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,255 EAST 49 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,245 EAST 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,226 EAST 54 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,935 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,227 EAST 56 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,200 EAST 58 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,768 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,45 TUDOR CITY PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,310 EAST 44 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,317 EAST 48 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,956 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,317 EAST 50 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,939 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1005 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,330 EAST 56 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,455 EAST 51 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,410 EAST 52 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,435 EAST 52 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,425 EAST 54 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1026 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,447 EAST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,40 RIVER ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,510 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,797 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,27 EAST 62 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,28 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,697 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1 EAST 62 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,825 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,37 EAST 64 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,47 EAST 64 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,838 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,18 EAST 68 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,880 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,9 EAST 69 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,710 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,895 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,760 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,74 EAST 79 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,773 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,565 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1050 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,166 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,130 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,140 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,139 EAST 66 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,136 EAST 67 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,655 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1150 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1156 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,150 EAST 69TH STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1186 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,188 EAST 70 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,177 EAST 75 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,122 EAST 76 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,829 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,891 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1191 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,220 EAST 65 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,205 EAST 67 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,220 EAST 70 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,208 EAST 70 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,220 EAST 73 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,221 EAST 76 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,230 EAST 79 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,340 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,310 EAST 65 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,342 EAST 67 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1305 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1328 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1404 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,330 EAST 75 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,339 EAST 74 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1461 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1143 YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,450 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,403 EAST 62 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,417 EAST 70 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,422 EAST 72 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1470 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1478 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,402 EAST 78 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,500 EAST 63 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1176 YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,590 EAST 68 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,512 EAST 71 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1033 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,990 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,120 EAST 78 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,112 EAST 75 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,153 EAST 73 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,163 EAST 60 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1009 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,945 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,20 EAST 76 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,700 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,20 EAST 67 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,5 EAST 59 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2 SUTTON PLACE SOUTH,LL11/98-LOCAL LAW 11/98 - FACADE
MN,439 EAST 51 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1 MITCHELL PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,309 EAST 48 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,304 EAST 42 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,220 EAST 57 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,234 EAST 46 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,115 EAST 54 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,557 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,920 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1067 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1094 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1030 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1133 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1060 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,55 EAST 87 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,60 EAST 88 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,4 EAST 89 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1246 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1239 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1274 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,43 EAST 92 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,24 EAST 93 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1339 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2 EAST 95 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1140 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,17 EAST 95 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,19 EAST 95 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1148 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,161 EAST 79 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,168 EAST 81 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,935 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,951 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,112 EAST 83 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,151 EAST 83 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,993 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,155 EAST 84 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,131 EAST 85 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,173 EAST 87 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,161 EAST 88 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1349 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,124 EAST 91 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,140 EAST 92 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1185 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1435 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1523 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,238 EAST 81 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,211 EAST 81 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,231 EAST 86 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,245 EAST 93 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,325 EAST 80 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,353 EAST 83 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,323 EAST 84 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,328 EAST 86 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,305 EAST 88 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,345 EAST 93 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1852 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,420 EAST 80 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,415 EAST 85 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1810 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,505 EAST 79 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,10 EAST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,525 EAST 80 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,507 EAST 80 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1540 YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,52 EAST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,544 EAST 86 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1658 YORK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,200 EAST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,605 EAST 82 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,90 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,100 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1 WEST 117 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,59 EAST 96 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,60 EAST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1391 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,9 EAST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1440 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,19 EAST 98 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1425 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,65 EAST 99 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,55 EAST 102 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1216 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1230 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1545 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1595 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1641 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1680 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1337 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1735 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1772 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1245 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1780 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,306 EAST 96 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1247 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,151 EAST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1281 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1539 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1505 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1844 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1833 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1785 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1851 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,217 EAST 104 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1825 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2055 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2185 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1968 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,307 EAST 101 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2086 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,310 EAST 115 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1980 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2040 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,170 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,180 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,22 MT MORRIS PARK WEST,LL11/98-LOCAL LAW 11/98 - FACADE
MN,24 MT MORRIS PARK WEST,LL11/98-LOCAL LAW 11/98 - FACADE
MN,35 MT MORRIS PARK WEST,LL11/98-LOCAL LAW 11/98 - FACADE
MN,31 WEST 124 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,14 WEST 127 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,38 WEST 128 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2096 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,27 WEST 129 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,50 WEST 132 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2186 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,40 WEST 135 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,470 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,504 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,522 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3 WEST 137 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,10 WEST 138 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
