Borough,Address,Sale Date,Sale Price
QN,179-21 ANDERSON ROAD,07/01/2019,620000
BK,1736 WEST 12 STREET,07/29/2019,760000
QN,125-09 MERRICK BOULEVARD,07/29/2019,100
SI,55 LEONELLO LANE,07/10/2019,900000
QN,43-06 162 STREET,07/10/2019,760000
SI,19 BRUNO LANE,07/10/2019,0
QN,90-53 204 STREET,07/05/2019,0
QN,89-38 204 STREET,07/24/2019,585000
SI, SLEIGHT AVENUE,07/30/2019,1013159
QN,130-07 178 STREET,07/15/2019,10
SI,18 BRIGHTON STREET,07/09/2019,915000
BK,1820 WEST 7 STREET,07/22/2019,0
QN,46-45 161 STREET,07/26/2019,0
QN,46-55 162 STREET,08/01/2019,0
QN,137-53 174 STREET,07/10/2019,625000
SI,171 HECKER STREET,07/22/2019,883000
BK,492 KINGS HIGHWAY,07/02/2019,1704329
QN,91-04 211 STREET,07/05/2019,0
BK,1953 EAST 3 STREET,07/15/2019,0
BK,1937 EAST 3 STREET,07/15/2019,4999900
SI,141 BENTLEY STREET,07/22/2019,763688
SI,139 BENTLEY STREET,07/22/2019,936789
QN,188-16 NORTHERN BOULEVARD,07/31/2019,5600000
QN,118-07 200 STREET,07/01/2019,235000
QN,94-17 215 PLACE,07/12/2019,625000
QN,117-26 FRANCIS LEWIS BLVD,07/03/2019,0
BK,936 EAST 12 STREET,07/30/2019,0
BK,973 EAST 13 STREET,07/15/2019,0
QN,45-27 193 STREET,07/03/2019,980000
QN,45-43 FRANCIS LEWIS BLVD,07/17/2019,1450000
BK,1193 EAST 15 STREET,07/03/2019,0
QN,167-08 METCALF AVENUE,07/31/2019,890000
QN,119-21 201 PLACE,07/03/2019,845000
BK,1911 AVENUE M,07/01/2019,1175000
BK,1909 AVENUE M,07/01/2019,1175000
QN,189-06 121 AVENUE,07/09/2019,615000
QN,120-04 SPRINGFIELD BLVD,07/30/2019,0
QN,92-53 218 PLACE,07/30/2019,645000
QN,125-08 PINEVILLE LANE,07/18/2019,349900
QN,92-72 221 STREET,07/31/2019,600000
QN,197-02 122 AVENUE,07/17/2019,0
QN,117-36 229 STREET,07/25/2019,0
BK,1577 EAST 17 STREET,07/18/2019,0
QN,23-55 207 STREET,07/10/2019,870000
QN,212-19 16 AVENUE,07/19/2019,358500
BK,2405 QUENTIN ROAD,07/15/2019,1200000
QN,18-15 215 STREET,07/30/2019,0
QN,120-17 230 STREET,07/15/2019,0
BK,1310 KINGS HIGHWAY,07/19/2019,3150000
QN,23-45 BELL BOULEVARD,07/17/2019,385000
QN,229-07 129 AVENUE,07/25/2019,795000
QN,121-57 233 STREET,07/09/2019,0
QN,121-47 233 STREET,07/01/2019,0
QN,219-23 130 DRIVE,07/12/2019,550000
QN,29-18 200 STREET,07/19/2019,850000
QN,130-60 227 STREET,07/01/2019,360000
BK,1602 AVENUE R,07/17/2019,0
QN,29-07 214 STREET,07/08/2019,0
QN,201-14 33 AVENUE,07/15/2019,665000
BK,3202 NOSTRAND AVENUE,07/18/2019,305000
BK,3202 NOSTRAND AVENUE,07/25/2019,0
BK,3202 NOSTRAND AVENUE,07/12/2019,0
QN,131-03 234 STREET,07/10/2019,0
BK,1849 HARING STREET,07/18/2019,830000
QN,191-12 109 AVENUE,07/31/2019,285000
QN,217-12 137 AVENUE,07/11/2019,499999
QN,109-98 202 STREET,08/01/2019,0
QN,40-02 202 STREET,07/03/2019,800000
QN,209-10 41 AVENUE,07/22/2019,348000
QN,190-58 111 ROAD,07/17/2019,345000
QN,38-25 211 STREET,07/17/2019,975000
BK,2414 BENSON AVENUE,07/29/2019,0
QN,220-24 137 ROAD,07/08/2019,10
QN,194-35 MURDOCK AVENUE,07/12/2019,599000
QN,140-18 CARSON STREET,07/25/2019,0
QN,191-47 115 AVENUE,07/26/2019,300000
QN,114-33 194 STREET,07/16/2019,0
BK,191 27 AVENUE,07/31/2019,520000
QN,114-25 204 STREET,07/22/2019,300000
BK,2475 WEST 16 STREET,07/30/2019,290000
BK,2475 WEST 16 STREET,07/30/2019,0
QN,133-56 244 STREET,07/22/2019,0
QN,139-30 58 AVENUE,07/26/2019,900000
QN,114-30 212 STREET,07/08/2019,0
QN,191-54 115 ROAD,07/11/2019,390000
BK,2630 CROPSEY AVENUE,07/11/2019,460000
BK,2630 CROPSEY AVENUE,07/15/2019,270000
BK,2630 CROPSEY AVENUE,07/11/2019,425000
BK,2630 CROPSEY AVENUE,07/11/2019,340000
QN,137-33 244 STREET,07/31/2019,0
BK,3865 OCEAN VIEW AVENUE,07/31/2019,0
QN,146-03 176 STREET,07/29/2019,400000
QN,116-20 NASHVILLE BOULEVARD,07/30/2019,479000
QN,116-14 NASHVILLE BOULEVARD,07/11/2019,0
QN,135-13 78 ROAD,07/29/2019,0
QN,99-21 215 STREET,07/19/2019,580000
QN,102-11 216 STREET,07/19/2019,541500
BK,2845 WEST 29 STREET,07/18/2019,0
QN,230-12 146 AVENUE,07/05/2019,0
QN,145-38 220 STREET,07/30/2019,0
QN,109-47 214 STREET,07/12/2019,0
QN,109-50 216 STREET,07/22/2019,0
QN,141-15 73 TERRACE,07/16/2019,1300000
QN,70-04 KISSENA BOULEVARD,07/11/2019,255000
QN,70-04 KISSENA BOULEVARD,07/01/2019,0
QN,240-35 EDGEWOOD AVENUE,07/01/2019,515000
QN,110-27 MONTEREY STREET,07/26/2019,882000
QN,240-21 CANEY ROAD,07/17/2019,520000
QN,102-44 221 STREET,07/31/2019,780000
QN,104-06 221 STREET,07/10/2019,555000
QN,225-30 107 AVENUE,07/19/2019,560000
QN,155-17 59 AVENUE,07/25/2019,0
QN,222-09 109 AVENUE,07/26/2019,589500
QN,142-25 HOOK CREEK BOULEVARD,07/31/2019,649900
QN,11215 221 STREET,07/30/2019,0
QN,158-46 75 AVENUE,07/24/2019,560000
QN,255-31 149 ROAD,07/16/2019,825000
QN,79-14 164 STREET,07/19/2019,0
QN,60-11 167 STREET,07/01/2019,800000
QN,115-49 228 STREET,07/24/2019,0
QN,115-18 CROSS ISLAND PARKWAY,07/02/2019,575000
QN,16 3 STREET,08/01/2019,110000
QN,156-46 76 STREET,07/17/2019,0
QN,156-36 90 STREET,07/24/2019,1550000
QN,69-33 174 STREET,07/26/2019,0
QN,159-42 84 STREET,07/11/2019,0
QN,84 STREET,07/11/2019,0
BK,2179 EAST 2 STREET,07/23/2019,0
BK,2175 EAST 2 STREET,07/23/2019,0
QN,164-39 75 ROAD,07/10/2019,1323725
QN,90-21 SILVER ROAD,07/22/2019,510000
QN,89-16 162 AVENUE,07/17/2019,685000
QN,80-12 165 STREET,07/12/2019,1050000
QN,85-11 164 AVENUE,07/02/2019,730000
QN,89-08 164 AVENUE,07/16/2019,0
QN,133-12 86 STREET,07/29/2019,520000
QN,91-53 GOLD ROAD,07/26/2019,585000
QN,139-05 WHITELAW STREET,07/17/2019,610000
QN,158-11 95 STREET,08/01/2019,940000
QN,150 CROSS BAY BOULEVARD,07/26/2019,259000
QN,150 CROSS BAY BOULEVARD,07/30/2019,167000
QN,153-30 81 STREET,07/29/2019,0
QN,155-22 SAPPHIRE STREET,07/08/2019,845000
QN,155-31 155 AVENUE,07/15/2019,240000
QN,61-27 182 STREET,07/02/2019,790000
QN,162-14 98 STREET,07/15/2019,800000
QN,133-10 96 STREET,07/15/2019,635000
QN,67-23 185 STREET,07/09/2019,1242265
QN,196-14 69 AVENUE,07/17/2019,251000
QN,196-14 69 AVENUE,07/08/2019,250000
QN,97-30 134 ROAD,08/01/2019,650000
BK,2373 OCEAN PARKWAY,07/01/2019,288000
QN,73-44 185 STREET,07/26/2019,0
BK,66 OCEAN COURT,07/09/2019,1240000
BK,68 OCEAN COURT,07/09/2019,1240000
QN,75-43 196 STREET,07/29/2019,995000
QN,109-40 135 STREET,07/25/2019,600000
QN,109-84 VAN WYCK EXPRESSWAY,07/26/2019,0
QN,109-84 VAN WYCK EXPRESSWAY,07/26/2019,0
QN,111-22 114 STREET,07/17/2019,431000
QN,111-48 114 STREET,07/09/2019,215001
QN,115-16 111 AVENUE,07/30/2019,665000
BK,2675 EAST 7 STREET,07/29/2019,315000
QN,111-46 128 STREET,07/05/2019,530000
QN,121-18 LINDEN BOULEVARD,07/15/2019,465000
QN,114-16 124 STREET,07/12/2019,725000
BK,2915 WEST 5 STREET,07/08/2019,335000
QN,114-14 131 STREET,07/26/2019,385000
QN,74 WEST 18 ROAD,07/16/2019,316000
BK, AVENUE S,07/03/2019,1426000
BK, AVENUE S,07/30/2019,1287813
QN,47-09 217 STREET,07/31/2019,778000
QN,115-28 135 STREET,07/03/2019,420000
QN,48-06 210 STREET,07/24/2019,668000
BK,4087 BEDFORD AVENUE,07/02/2019,420000
BK,1970 EAST 27 STREET,07/02/2019,0
QN,17-31 135 STREET,07/31/2019,446930
QN,209-19 53 AVENUE,07/15/2019,0
BK,1111 AVENUE U,07/10/2019,1999900
BK,1101 AVENUE U,07/31/2019,7500000
QN,132-24 114 STREET,07/10/2019,579000
QN,217-24 49 AVENUE,08/01/2019,615000
QN,197-05 56 AVENUE,07/27/2019,0
QN,19-38 CARNAGA AVENUE,07/25/2019,6046659
QN,53-29 206 STREET,07/02/2019,800000
QN,130-48 120 STREET,07/23/2019,650000
QN,130-19 122 STREET,07/24/2019,0
BK,2036 EAST 23 STREET,07/31/2019,755000
QN,58-06 203 STREET,07/29/2019,1180000
QN,58-43 215 STREET,07/10/2019,0
QN,124-19 133 AVENUE,08/01/2019,680000
QN,312 BEACH 19 STREET,07/22/2019,545900
QN,133-14 SUTTER AVENUE,07/18/2019,190000
QN,22-62 MOTT AVENUE,07/08/2019,950677
QN,131-18 135 PLACE,07/30/2019,305549
QN,230-01 58 AVENUE,07/10/2019,970000
QN,68-01 BELL BOULEVARD,07/12/2019,270000
QN,61-30 CLOVERDALE BOULEVARD,07/09/2019,925000
BK,2114 EAST 17 STREET,07/17/2019,0
QN,69-73 229 STREET,07/19/2019,953000
QN,73-50 BELL BOULEVARD,07/23/2019,235000
QN,210-11 75 AVENUE,07/18/2019,240000
QN,210-11 75 AVENUE,07/22/2019,233000
QN,213-06 75 AVENUE,07/30/2019,410000
QN,213-06 75 AVENUE,07/11/2019,230000
QN,10-31 BAY 24 STREET,07/03/2019,478950
QN,25-40 BESSEMUND AVENUE,07/26/2019,670000
QN,30-23 BESSEMUND AVENUE,07/16/2019,685000
QN,217-80 STEWART ROAD,07/27/2019,0
QN,143-36 110 AVENUE,07/17/2019,0
BK,2170 EAST 29 STREET,07/25/2019,366504
BK,2190 BRIGHAM STREET,07/01/2019,210000
BK,2190 BRIGHAM STREET,07/29/2019,171000
QN,224-01 SPRINGFIELD BLVD,07/18/2019,256500
QN,224-01 SPRINGFIELD BLVD,07/26/2019,240000
QN,224-06 SPRINGFIELD BLVD,07/03/2019,215000
QN,78-14 CLOVERDALE BOULEVARD,07/18/2019,290000
QN,229-01 GRAND CENTRAL PKWY,07/16/2019,265000
QN,229-01 GRAND CENTRAL PKWY,07/24/2019,47000
QN,139-03 115 AVENUE,08/01/2019,0
QN,115-52 INWOOD STREET,07/16/2019,590000
QN,145-32 115 AVENUE,08/01/2019,525000
QN,115-13 146 STREET,07/03/2019,440000
QN,142-15 FOCH BOULEVARD,07/24/2019,0
QN,116-52 147 STREET,07/18/2019,895000
QN,63-15 BEACH CHANNEL DRIVE,07/01/2019,428608
QN,117-64 142 PLACE,07/25/2019,886000
BK,2302 EAST 14 STREET,07/24/2019,840000
QN,4-15 BEACH 35 STREET,07/12/2019,160000
QN,119-24 145 STREET,07/10/2019,410000
QN,119-10 INWOOD STREET,07/25/2019,275500
QN,119-29 INWOOD STREET,07/30/2019,430000
QN,412 BEACH 46 STREET,07/02/2019,0
QN,441 BEACH 45 STREET,07/25/2019,315000
QN,140-22 123 AVENUE,07/11/2019,35000
QN,431 BEACH 45 STREET,07/02/2019,0
QN,4 KENMORE ROAD,07/15/2019,1350000
QN,145-28 123 AVENUE,07/11/2019,290000
QN,123-60 147 STREET,07/26/2019,240000
QN,127-03 140 STREET,07/16/2019,674900
QN,44-20 DOUGLASTON PARKWAY,07/12/2019,257000
QN,446 BEACH 69 STREET,07/24/2019,0
QN,240-53 POPLAR STREET,07/22/2019,0
QN,69-04 BEACH CHANNEL DRIVE,07/29/2019,530000
QN,69-06 BEACH CHANNEL DRIVE,07/31/2019,500000
QN,41-72 LITTLE NECK PARKWAY,07/03/2019,0
QN,41-62 WESTMORELAND STREET,07/18/2019,985000
QN,135-25 140 STREET,07/16/2019,520000
BK,3710 NOSTRAND AVENUE,07/31/2019,0
BK,3714 NOSTRAND AVENUE,07/31/2019,0
BK,3082 AVENUE X,07/10/2019,0
QN,37-18 LITTLE NECK PARKWAY,07/15/2019,796000
BK,1213 AVENUE Z,07/11/2019,295000
BK,1213 AVENUE Z,08/01/2019,345000
QN,130-16 147 STREET,07/18/2019,0
QN,46-10 247 STREET,07/17/2019,800000
QN,2-19 BEACH 98 STREET,07/09/2019,0
QN,227 BEACH 100 STREET,07/15/2019,700000
QN,153-16 110 ROAD,07/26/2019,0
QN,110-43 158 STREET,07/22/2019,0
QN,249-39 52 AVENUE,07/26/2019,0
BK,2665 HOMECREST AVENUE,07/01/2019,205000
QN,253-11 BRATTLE AVENUE,07/01/2019,958000
QN,121-14 NEWPORT AVENUE,07/29/2019,0
QN,118-11 SUTPHIN BOULEVARD,07/11/2019,837000
QN,249-09 63 AVENUE,07/30/2019,335000
QN,249-09 63 AVENUE,07/09/2019,324600
QN,121-16 OCEAN PROMENADE,07/02/2019,330000
QN,121-16 OCEAN PROMENADE,07/11/2019,299000
QN,121-16 OCEAN PROMENADE,07/01/2019,315000
QN,262-07 60 AVENUE,07/11/2019,838000
QN,155-55 116 DRIVE,07/22/2019,499000
QN,73-43 255 STREET,07/09/2019,321000
QN,70-43 LITTLE NECK PARKWAY,07/17/2019,339000
BK,2256 NOSTRAND AVENUE,07/03/2019,721000
QN,76-03 COMMONWEALTH BLVD,07/11/2019,235500
QN,161-22 121 AVENUE,08/01/2019,422000
QN,127-20 160 STREET,07/23/2019,475000
BK,1401 OCEAN AVENUE,07/11/2019,0
QN,160-26 130 AVENUE,07/23/2019,570000
BK,2320 AVENUE I,07/09/2019,2500000
QN,76-07 271 STREET,07/02/2019,0
QN,134-32 161 STREET,07/02/2019,610000
QN,134-55 160 STREET,07/02/2019,625000
BK,909 EAST 29 STREET,07/10/2019,299000
QN,163-42 SAYRES AVENUE,07/22/2019,0
QN,82-28 246 STREET,07/30/2019,739000
QN,202-30 ROCKAWAY POINT BLVD,07/15/2019,700000
QN,202-30 ROCKAWAY POINT BLVD,08/01/2019,1225000
QN,202-30 ROCKAWAY POINT BLVD,07/05/2019,680000
SI,10 BAY STREET LANDING,07/28/2019,415000
QN,168-02 116 AVENUE,07/15/2019,0
QN,84-17 250 STREET,07/31/2019,670000
SI,370 ST MARKS PLACE,07/09/2019,1951000
SI,73 VICTORY BOULEVARD,07/09/2019,0
QN,85-52 253 STREET,07/31/2019,0
QN,246-39 87 AVENUE,07/10/2019,0
SI,97 FORT PLACE,07/30/2019,625000
BK,1116 EAST 28 STREET,07/30/2019,0
QN,114-49 175 PLACE,07/12/2019,0
QN,118-41 RIVERTON STREET,07/11/2019,775000
BK,3402 AVENUE K,07/01/2019,710000
SI,122 WESTERVELT AVENUE,08/01/2019,730000
QN,88-67 COMMONWEALTH BLVD,07/08/2019,0
QN,177-48 119 ROAD,07/29/2019,730000
SI,185 TYSEN STREET,07/08/2019,10
BK,3626 KINGS HIGHWAY,07/17/2019,260000
QN,80-42 257 STREET,07/19/2019,0
QN,80-14 264 STREET,07/25/2019,500000
BK,2601 AVENUE N,07/05/2019,0
QN,81-54 262 STREET,07/19/2019,660000
SI,346 STANLEY AVENUE,07/10/2019,600000
SI,76 SILVER LAKE ROAD,08/01/2019,900000
QN,268-18 82 AVENUE,07/18/2019,225000
SI,415 HOYT AVENUE,07/17/2019,585000
SI,409 DAVIS AVENUE,07/31/2019,955119
SI,403 DAVIS AVENUE,07/31/2019,840056
QN, NASHVILLE BOULEVARD,07/29/2019,450000
QN,118-36 NASHVILLE BOULEVARD,07/29/2019,450000
SI,110 ELM STREET,07/16/2019,738000
QN,119-26 202 STREET,07/24/2019,649000
SI,386 SHEFFIELD STREET,07/08/2019,0
QN,85-51 263 STREET,07/12/2019,730000
SI,190 NORTH BURGHER AVENUE,07/09/2019,1100000
QN,120-20 200 STREET,07/18/2019,585000
SI,363 BROADWAY,07/12/2019,0
BK,955 EAST 39 STREET,07/09/2019,0
BK,1609 ALBANY AVENUE,07/02/2019,0
QN,218-09 120 AVENUE,07/10/2019,10
SI,34 CHRISSY COURT,07/05/2019,0
QN,119-45 229 STREET,07/09/2019,410000
QN,119-54 232 STREET,07/16/2019,0
QN,218-14 121 AVENUE,07/29/2019,0
QN,216-29 130 AVENUE,07/03/2019,595000
QN,226-11 130 AVENUE,07/18/2019,435000
BK,1228 EAST 51 STREET,08/01/2019,0
SI,143 LAWRENCE AVENUE,07/15/2019,998000
SI,115 LAWRENCE AVENUE,07/02/2019,0
QN,159-03 84 DRIVE,07/02/2019,763688
SI,760 OAKLAND AVENUE,07/02/2019,624013
QN,170-04 89 AVENUE,07/22/2019,40000
QN,91-04 175 STREET,08/01/2019,0
BK,1784 TROY AVENUE,08/01/2019,0
QN,175-31 JAMAICA AVENUE,07/15/2019,0
QN,168-12 88 AVENUE,07/02/2019,885000
BK,1800 SCHENECTADY AVENUE,07/16/2019,0
BK,1272 EAST 49 STREET,07/29/2019,629900
BK,1333 EAST 49 STREET,07/19/2019,0
BK,1190 EAST 53 STREET,08/01/2019,195000
BK,1199 EAST 53 STREET,07/23/2019,199000
BK,1199 EAST 53 STREET,07/19/2019,175000
QN,131-29 224 STREET,07/22/2019,200000
QN,172-70 HIGHLAND AVENUE,07/17/2019,97000
QN,84-28 168 PLACE,07/24/2019,0
SI,69 STURGES STREET,07/18/2019,585000
QN,90-47 178 STREET,07/15/2019,0
QN,133-11 FRANCIS LEWIS BLVD,07/15/2019,550000
QN,136-01 THURSTON STREET,07/29/2019,618000
QN, GLENWOOD STREET,07/29/2019,618000
BK,1377 EAST 51 STREET,07/17/2019,800000
BK,1012 EAST 59 STREET,07/09/2019,900000
QN,139-09 SPRINGFIELD BLVD,07/03/2019,0
QN,179-28 142 AVENUE,07/02/2019,200000
QN,141-30 185 STREET,07/03/2019,865000
SI,174 GOODWIN AVENUE,07/30/2019,0
QN,84-32 AVON STREET,07/30/2019,1450000
SI,88 HAMLIN PLACE,07/24/2019,0
BK,1318 EAST 55 STREET,07/25/2019,850000
SI,301 DEMOREST AVENUE,07/19/2019,521000
QN,134-51 229 STREET,07/30/2019,0
QN,144-19 LAKEWOOD AVENUE,07/19/2019,300000
QN,144-21 LAKEWOOD AVENUE,07/19/2019,300000
QN,107-26 PRINCETON STREET,07/30/2019,605000
QN,135-11 FRANCIS LEWIS BLVD,07/11/2019,0
QN,106-57 UNION HALL STREET,07/09/2019,450000
SI,104 PROSPECT STREET,07/02/2019,273780
QN,107-18 GUY R BREWER BLVD,07/03/2019,637500
QN,133-87 HOOK CREEK BOULEVARD,07/16/2019,538175
SI,267 TARGEE STREET,07/30/2019,570000
SI,294 TARGEE STREET,07/10/2019,450000
BK,1478 EAST 55 STREET,08/01/2019,500000
SI,52 NIXON AVENUE,07/10/2019,550000
BK,2174 FLATBUSH AVENUE,07/25/2019,1025000
QN,108-17 173 STREET,07/10/2019,0
QN,109-25 175 STREET,07/16/2019,555000
SI,87 RUGBY AVENUE,07/25/2019,325840
QN,110-24 177 STREET,07/19/2019,535000
BK,272 DORSET STREET,07/15/2019,425000
SI,38 GENESEE STREET,07/29/2019,0
SI,38 GENESEE STREET,07/30/2019,0
QN,197-04 91 AVENUE,07/23/2019,0
QN,1-71 BEACH 91 STREET,07/16/2019,10
QN,93-26 204 STREET,07/10/2019,1
QN,214 BEACH 97 STREET,07/19/2019,586394
SI,445 OCEAN TERRACE,07/09/2019,1425000
BK,687 EAST 58 STREET,07/15/2019,0
QN,119-06 NEWPORT AVENUE,07/29/2019,200000
BK,587 EAST 87 STREET,07/02/2019,0
SI,10 LESTER STREET,07/30/2019,377000
QN,124-10 OCEAN PROMENADE,07/18/2019,435000
QN,5-44 BEACH 134 STREET,07/31/2019,0
SI,243 BYRNE AVENUE,07/31/2019,515000
BK,686 EAST 81 STREET,07/29/2019,10
QN,89-50 207 STREET,07/12/2019,438000
QN,133-05 NEWPORT AVENUE,07/29/2019,915000
SI,280 MOUNTAINVIEW AVENUE,07/03/2019,0
QN,93-43 VANDERVEER STREET,07/29/2019,643000
QN,93-43 215 PLACE,07/02/2019,660000
SI,439 BUCHANAN AVENUE,07/17/2019,0
QN,90-07 213 STREET,07/15/2019,605000
SI,891 WILLOWBROOK ROAD,08/01/2019,350000
SI,27 WINTER AVENUE,07/30/2019,0
SI,31 CHERRY PLACE,07/09/2019,820000
BK,33 PAERDEGAT 3 STREET,07/22/2019,800000
BK,1052 EAST 81 STREET,07/31/2019,0
SI,103 YORK AVENUE,07/03/2019,0
QN,221-34 DAVENPORT AVENUE,07/16/2019,0
BK,1260 EAST 84 STREET,07/17/2019,463500
QN,221-79 91 AVENUE,07/30/2019,575000
SI,382 HENDERSON AVENUE,07/15/2019,950000
QN,92-89 222 STREET,07/15/2019,450000
QN,92-87 222 STREET,07/15/2019,400000
SI,177 CASTLETON AVENUE,07/12/2019,568000
BK,1239 EAST 88 STREET,07/29/2019,325000
SI,58 OXFORD PLACE,07/31/2019,0
SI,58 OXFORD PLACE,07/08/2019,0
SI,178 BRIGHTON AVENUE,07/30/2019,0
SI,266 GLEN AVENUE,07/23/2019,0
SI,31 CHAPIN AVENUE,07/30/2019,0
SI,432 CASTLETON AVENUE,07/25/2019,0
SI,424 CASTLETON AVENUE,07/25/2019,0
BK,1350 EAST 85 STREET,07/19/2019,593888
SI,62 RANDALL AVENUE,07/15/2019,655000
QN,99-15 203 STREET,07/18/2019,560000
QN,192-03 104 AVENUE,07/12/2019,580000
BK,1688 REMSEN AVENUE,07/10/2019,876000
QN,100-55 200 STREET,07/03/2019,0
SI,80 SIMONSON PLACE,07/22/2019,215000
QN,109-30 FRANCIS LEWIS BLVD,07/30/2019,515000
QN,109-57 195 STREET,07/01/2019,1000
BK,11 ROSE STREET,07/11/2019,380250
QN,194-13 111 ROAD,08/01/2019,500
SI,91 CAROLINE STREET,07/18/2019,0
BK,10309 GLENWOOD ROAD,07/03/2019,0
SI,72 SHARPE AVENUE,07/03/2019,315000
SI,186 CHARLES AVENUE,07/22/2019,0
SI,100 LYCEUM COURT,07/02/2019,0
SI,26 CHRISSY COURT,07/29/2019,0
QN,112-22 205 STREET,07/02/2019,425000
SI,15 LAFORGE AVENUE,07/31/2019,0
QN,112-32 208 STREET,07/30/2019,540000
BK,1523 ROCKAWAY PARKWAY,07/03/2019,0
BK,965 EAST 99 STREET,08/01/2019,375000
SI,304 SHARON AVENUE,07/25/2019,0
SI,22 HOOKER PLACE,07/10/2019,245000
QN,114-16 194 STREET,07/10/2019,175000
QN,114-14 201 STREET,07/10/2019,250000
QN,114-36 209 STREET,07/15/2019,553000
BK,1287 EAST 94 STREET,07/26/2019,0
SI,98 SIMONSON AVENUE,07/31/2019,375000
QN,115-64 FRANCIS LEWIS BLVD,07/24/2019,4600
SI,1000 CLOVE ROAD,07/09/2019,0
SI,1000 CLOVE ROAD,07/10/2019,247750
SI,1000 CLOVE ROAD,07/03/2019,175000
SI,1100 CLOVE ROAD,07/23/2019,376000
SI,2045 FOREST AVENUE,07/17/2019,3500000
QN,99-11 215 STREET,07/31/2019,565000
SI,286 UNION AVENUE,07/09/2019,0
SI,212 DUBOIS AVENUE,07/02/2019,839000
QN,103-15 217 PLACE,07/08/2019,0
QN,218-34 104 AVENUE,07/10/2019,283000
SI,239 LOCKMAN AVENUE,07/30/2019,0
SI,94 BRABANT STREET,07/30/2019,0
SI,65 CONSTANT AVENUE,07/01/2019,725000
SI,46 SOUTH AVENUE,07/25/2019,765000
BK,1769 ROCKAWAY PARKWAY,07/23/2019,1
BK,1769 ROCKAWAY PARKWAY,07/01/2019,656068
SI,80 HOLLAND AVENUE,07/29/2019,448000
QN,219-32 113 AVENUE,07/10/2019,0
SI,272 DEEMS AVENUE,07/22/2019,635000
SI, DEEMS AVENUE,07/22/2019,635000
SI,225 NEAL DOW AVENUE,07/17/2019,0
QN,223-14 112 AVENUE,07/11/2019,455000
SI,277 WILLOWBROOK ROAD,07/25/2019,550000
BK,1520 EAST 98 STREET,07/11/2019,699000
SI,244 WILLOWBROOK ROAD,07/16/2019,575000
BK,1375 EAST 99 STREET,07/18/2019,500
SI,54 DEPPE PLACE,07/17/2019,0
QN,225-20 MURDOCK AVENUE,07/31/2019,0
SI,330 WILLOWBROOK ROAD,07/09/2019,645000
QN,216-17 115 COURT,07/16/2019,485000
BK,1538 EAST 98 STREET,07/17/2019,0
QN,115-35 227 STREET,07/11/2019,448000
SI,53 NADAL PLACE,07/15/2019,0
BK,1438 EAST 104 STREET,07/29/2019,555000
SI,94 LANDER AVENUE,07/02/2019,650000
QN,116-12 217 STREET,07/24/2019,310000
SI,187 BOYD STREET,07/11/2019,445000
BK,2055 ST JUDE PLACE,07/25/2019,0
QN,132-12 82 STREET,07/15/2019,539000
SI,307 LAMBERTS LANE,07/24/2019,422500
SI,42 COURSEN PLACE,07/17/2019,555500
SI,159 REGIS DRIVE,07/25/2019,0
SI,111 DUNCAN ROAD,07/05/2019,0
QN,81-06 151 AVENUE,07/30/2019,950000
QN,88-25 155 AVENUE,07/19/2019,165000
QN,84-10 153 AVENUE,07/10/2019,215000
SI,6 SUMMERFIELD PLACE,07/30/2019,544763
QN,107-14 ROCKAWAY BOULEVARD,07/11/2019,855000
SI,46 ADRIANNE LANE,07/18/2019,340000
QN,94-16 133 AVENUE,07/16/2019,124000
QN,137-15 94 STREET,08/01/2019,0
SI,31 BOONE STREET,07/17/2019,0
BK,2081 EAST 57 STREET,07/18/2019,0
QN,155-39 KILLARNEY STREET,07/02/2019,0
QN,109-14 113 STREET,07/31/2019,670000
SI,54 CONRAD AVENUE,07/01/2019,742304
QN,109-23 115 STREET,07/29/2019,560000
SI,47 SHEPARD AVENUE,07/30/2019,0
BK,6512 AVENUE T,07/26/2019,25000
SI,48 GOLLER PLACE,07/10/2019,0
QN,109-18 132 STREET,07/01/2019,0
QN,111-47 113 STREET,07/26/2019,895000
SI,54 RUPERT AVENUE,07/15/2019,545000
QN,111-36 122 STREET,07/26/2019,980000
QN,122-02 111 AVENUE,07/14/2019,15000
SI,131 RUPERT AVENUE,07/22/2019,0
SI,35 FIELDS AVENUE,07/02/2019,0
QN,114-06 LINDEN BOULEVARD,07/09/2019,780000
SI,17 BORMAN AVENUE,07/26/2019,717500
SI,14 PLANK ROAD,07/09/2019,825000
SI,57 HALL AVENUE,07/18/2019,0
SI,59 HALL AVENUE,07/18/2019,0
SI,63 HALL AVENUE,07/18/2019,0
SI,65 HALL AVENUE,07/18/2019,0
SI,69 HALL AVENUE,07/18/2019,0
SI,71 HALL AVENUE,07/18/2019,0
QN,115-45 124 STREET,07/29/2019,880000
QN,126-10 115 AVENUE,07/22/2019,630000
BK,2454 EAST 72 STREET,07/19/2019,682500
SI,76 SIGNS ROAD,07/22/2019,700000
SI,8 GARY PLACE,07/19/2019,720000
QN,116-31 130 STREET,07/25/2019,451507
SI,801 KLONDIKE AVENUE,07/18/2019,0
SI,3360 VICTORY BOULEVARD,07/08/2019,588000
BK,1803 RYDER STREET,07/09/2019,790000
SI,53 DENKER PLACE,07/10/2019,580000
SI,186 MC VEIGH AVENUE,07/19/2019,0
SI,180 MC VEIGH AVENUE,07/30/2019,0
